PRL2,PLHA,TLHA,PRHA,TRHA,PTHA,PFNA,PLNA,PTSA,PSTA,PFPB,PVSB,PKAC,PACC,PMPC,PHED,PGID,TGID,POID,PSPD,PAGE,PBRE,PEYE,PTGH,PCPH,PLSH,PRSH,PCTH,PLTH,PRTH,PAGI,PSKI,PDPI,PPTI,PINJ,PTAK,PPBK,PRBK,PNEK,PFMK,PBTK,PTAL,PHCL,PUCL,PLEL,TLEL,PREL,TREL,PCOL,PROL,PLPL,PGSL,PTSL,PCYL,PHLM,PSTM,PHAN,PICN,PJEN,PTEN,PCON,PSBO,PVCO,PEGO,PFHO,PDRO,PTHP,PIMP,PJMP,PYRP,PSXP,PCAR,PTAR,PJER,PMOR,PKPR,PSTR,POVR,PAWR,PLWR,TLWR,PRWR,TRWR,PFAS,PMAS,PSBS,PFCS,PMCS,PFGS,PCHS,PFHS,PMHS,PVIS,PPOS,POPS,PLSS,PFTS,PMTS,PUTS,PVTS,PMUS,PHGT,PWGT,PCMT,PKRT,PYWT,PLHY,PJTY,PSTY,PFEx
45,3,3,3,3,15,Mark,Campbell,250,78,0,69,5,77,0,7,57,27,57,74,31,0,1,84,2,0,0,75,0,0,69,0,63,1009,80,27,55,65,0,8,55,0,2,0,0,0,0,0,117,45,100,0,0,2,0,0,0,0,80,2,3,69,3,57,0,15,17,48,61,8,1099,65,0,1,95,11,66,79,68,0,2,0,2,10,3,26,0,0,0,0,0,0,0,4,4,8,3,5,2,250,0,78,95,999,0,1,-31,0,0,150
45,4,4,4,4,15,Jeff,Posey,0,70,0,0,16,75,0,7,112,1009,112,73,32,0,0,81,2,0,0,48,0,0,74,2,63,1009,80,82,15,42,1,3,41,0,0,0,0,0,0,0,194,45,100,0,0,0,0,0,0,0,58,1,0,0,0,90,0,15,12,49,43,9,1785,20,0,1,98,10,72,76,76,0,0,0,0,17,7,13,10,7,10,12,10,13,0,13,13,10,10,2,12,0,0,76,81,581,0,0,-31,0,0,188
45,2,2,2,2,18,Bobby,Hamilton,0,77,0,0,22,70,0,5,116,1009,116,65,36,0,0,80,2,0,0,19,0,0,63,2,63,18,80,84,19,21,0,3,10,0,0,0,0,0,0,0,194,45,100,1,2,0,0,80,0,0,98,1,0,0,0,79,0,15,23,62,40,11,736,19,0,1,92,21,82,82,82,0,0,0,0,12,4,10,10,5,10,11,10,15,1,11,11,8,10,7,10,0,0,77,120,999,0,0,-31,0,0,197
45,3,3,3,3,10,Kelly,Gregg,2000,85,0,400,11,70,0,7,125,25,125,56,30,0,0,76,2,0,0,7,0,0,55,0,4,1009,79,88,32,30,0,3,10,0,2,0,0,0,0,0,157,40,100,0,0,4,0,0,0,0,97,2,4,400,4,55,0,6,13,79,37,8,1020,10,0,1,95,23,88,89,88,0,0,0,0,15,0,0,10,14,10,21,10,17,0,12,12,19,10,8,12,2000,0,72,150,999,0,6,-31,0,0,153
45,2,2,2,2,19,James,Darling,0,79,0,0,24,78,0,7,147,1009,147,77,31,0,0,84,2,0,0,62,0,0,75,2,27,1009,89,85,18,46,0,13,10,0,0,0,0,0,0,0,251,45,100,0,0,0,4,0,0,0,51,0,0,0,0,69,0,2,17,60,58,10,1669,33,0,1,95,14,75,82,84,0,0,0,0,17,7,13,10,7,10,12,10,13,0,14,14,10,10,2,12,0,0,73,87,999,0,4,-31,0,0,210
45,3,3,3,3,21,Corey,Ivy,210,85,0,30,12,89,0,7,171,25,171,90,30,0,1,80,1,0,0,62,0,0,89,2,63,1009,82,52,10,10,0,7,10,0,0,0,0,0,0,0,157,45,100,4,4,2,0,0,0,0,35,2,3,30,3,71,0,15,18,45,76,7,1022,34,0,1,95,29,49,73,69,0,0,0,0,7,10,0,10,0,10,4,10,5,0,16,16,5,10,10,2,210,0,68,23,999,0,1,-31,0,0,195
45,2,2,2,2,17,Bobby,Engram,260,88,0,80,24,91,0,5,213,28,213,87,34,0,1,75,2,0,0,88,0,0,94,2,22,1009,71,11,22,23,0,1,42,0,0,0,0,0,0,0,164,45,100,0,0,2,2,0,0,0,84,2,2,80,2,88,0,2,18,66,79,11,1149,55,0,1,91,15,46,84,89,0,0,0,0,4,6,0,10,5,10,5,10,5,0,3,3,3,10,4,5,260,0,70,28,632,69,6,-31,0,0,186
45,3,3,3,3,25,Olin,Kreutz,1800,65,1,600,24,85,0,7,218,1,218,62,30,0,0,95,2,0,0,24,0,0,63,0,3,1015,85,29,90,93,2,2,10,0,2,0,2,2,2,2,252,26,100,0,0,3,0,0,0,0,57,0,3,600,3,62,0,3,31,80,18,9,25,21,0,0,95,20,92,98,92,2,2,2,2,17,10,24,10,25,5,17,0,0,0,7,7,25,0,3,0,1800,0,74,133,999,0,9,-31,0,0,150
45,2,2,2,2,36,Chris,Villarrial,0,64,0,0,15,60,0,7,219,1009,219,48,34,0,0,91,2,0,0,27,0,0,45,0,20,1009,78,19,82,93,1,2,10,0,2,0,3,0,0,0,273,45,100,0,0,0,0,0,0,0,58,0,0,0,0,65,0,5,37,76,32,11,1831,30,0,0,92,14,87,82,80,0,0,0,0,18,8,25,10,6,5,18,10,16,0,8,8,20,10,6,12,0,0,75,158,999,0,0,-31,0,0,154
45,4,4,4,4,19,Bryan,Robinson,600,75,0,180,14,69,0,0,221,2,221,60,33,0,0,83,2,0,0,23,0,0,60,2,63,1009,67,85,27,24,0,2,30,0,0,0,0,0,0,0,66,45,100,0,0,1,0,0,0,0,98,1,3,180,3,73,0,15,20,57,54,10,80,24,0,0,90,15,82,80,83,0,0,0,0,12,10,4,10,15,4,25,10,13,0,10,10,14,10,4,10,600,0,76,134,999,0,2,-31,0,0,195
45,3,3,3,3,23,Phillip,Daniels,674,77,0,100,25,68,0,1,222,26,222,65,34,0,0,89,2,0,0,21,0,0,62,2,4,1009,79,86,19,26,0,3,10,6,0,0,0,0,0,0,70,45,100,0,0,2,0,0,0,0,93,1,5,100,5,94,0,4,25,67,55,11,1060,20,2,1,90,27,85,83,82,0,2,0,2,12,10,4,10,15,4,25,10,13,0,10,10,14,10,4,10,674,0,77,125,112,0,3,-31,0,0,195
13,2,3,2,3,17,Brian,Urlacher,3480,95,1,1400,18,93,0,4,224,1,224,88,29,0,1,97,1,0,0,62,0,0,88,0,9,1015,92,94,21,53,0,3,10,0,1,0,0,0,0,0,145,41,100,0,0,3,0,0,0,1,54,0,7,1400,7,95,0,1,31,86,81,7,43,47,9,1,90,17,77,98,93,3,3,3,3,17,7,13,10,7,10,12,10,13,0,14,14,10,10,2,12,3480,0,76,94,457,0,7,-31,0,0,150
45,4,4,4,4,27,Warrick,Holdman,250,89,0,20,32,77,0,7,227,4,227,78,30,0,0,84,2,0,0,54,0,0,76,1,11,1009,90,84,31,53,0,8,10,4,0,0,8,8,8,8,215,45,100,0,0,2,2,0,0,0,56,1,2,20,2,66,0,4,14,59,62,8,150,30,0,1,90,25,76,83,79,0,0,0,0,6,1,11,10,5,10,12,10,15,0,13,13,10,10,1,6,250,0,73,75,224,0,0,-31,0,0,178
45,3,3,3,3,19,Terry,Cousin,82,82,0,0,25,90,0,7,229,17,229,88,32,0,0,88,2,0,0,57,0,0,85,2,63,1009,79,63,18,42,0,7,10,0,0,0,0,0,0,0,176,45,100,0,0,1,0,0,0,0,31,2,1,0,1,78,0,15,28,50,84,10,678,41,0,1,92,29,51,78,80,0,0,0,0,7,10,0,10,0,10,4,10,5,0,16,16,5,10,10,2,82,0,69,21,532,20,2,-31,0,0,187
