PRL2,PLHA,TLHA,PRHA,TRHA,PTHA,PFNA,PLNA,PTSA,PSTA,PFPB,PVSB,PKAC,PACC,PMPC,PHED,PGID,TGID,POID,PSPD,PAGE,PBRE,PEYE,PTGH,PCPH,PLSH,PRSH,PCTH,PLTH,PRTH,PAGI,PSKI,PDPI,PPTI,PINJ,PTAK,PPBK,PRBK,PNEK,PFMK,PBTK,PTAL,PHCL,PUCL,PLEL,TLEL,PREL,TREL,PCOL,PROL,PLPL,PGSL,PTSL,PCYL,PHLM,PSTM,PHAN,PICN,PJEN,PTEN,PCON,PSBO,PVCO,PEGO,PFHO,PDRO,PTHP,PIMP,PJMP,PYRP,PSXP,PCAR,PTAR,PJER,PMOR,PKPR,PSTR,POVR,PAWR,PLWR,TLWR,PRWR,TRWR,PFAS,PMAS,PSBS,PFCS,PMCS,PFGS,PCHS,PFHS,PMHS,PVIS,PPOS,POPS,PLSS,PFTS,PMTS,PUTS,PVTS,PMUS,PHGT,PWGT,PCMT,PKRT,PYWT,PLHY,PJTY,PSTY,PFEx
45,0,0,0,0,82,Shane,Matthews,0,85,0,0,10,40,0,7,4,1009,4,45,36,0,0,64,2,0,0,15,0,0,48,1,63,3,75,21,15,16,0,0,35,0,2,0,0,0,0,0,62,45,100,2,2,0,0,50,0,0,6,0,0,0,0,54,0,15,84,52,50,12,0,31,0,1,74,10,53,71,75,2,2,2,2,3,16,69,5,14,15,10,0,11,0,0,0,18,4,11,9,0,0,75,35,999,0,31,-31,0,0,151
45,5,3,5,3,15,Mark,Campbell,250,78,0,96,5,77,0,7,57,27,57,74,30,0,1,84,1,0,0,77,0,0,69,0,63,1009,80,27,60,65,0,8,55,0,2,0,2,2,2,2,117,45,100,0,0,3,0,28,0,0,80,2,3,96,3,57,0,15,17,52,61,7,0,65,0,1,95,11,66,82,72,2,2,2,2,7,23,51,15,16,4,9,10,0,0,4,4,19,0,22,20,250,0,78,95,999,0,0,-31,0,0,150
45,3,3,3,3,18,Barry,Stokes,279,58,0,84,21,58,0,7,75,19,75,50,32,0,0,83,2,0,0,15,0,0,47,0,63,1009,73,21,85,83,0,2,10,0,3,0,0,2,0,2,58,45,100,0,0,3,0,0,0,0,68,1,3,84,3,70,0,15,25,56,50,8,0,14,0,1,95,14,90,80,85,0,0,0,0,5,35,40,25,4,27,12,16,17,0,9,9,35,5,43,28,279,0,76,150,999,0,0,-31,0,0,162
45,3,3,3,3,21,Scott,Gragg,0,65,0,0,23,58,0,7,106,1009,106,44,34,0,0,84,2,0,0,27,0,0,43,0,22,18,75,26,80,88,0,3,10,0,2,0,2,2,2,2,124,45,100,0,0,0,0,5,0,0,74,0,0,0,0,69,0,2,19,73,48,11,0,26,0,1,95,24,91,80,87,2,2,2,2,13,36,24,16,8,28,7,24,0,0,9,9,82,21,45,28,0,0,80,165,999,0,31,-31,0,0,161
45,7,7,7,7,15,Jeff,Posey,58,70,0,0,16,82,0,5,112,26,112,77,31,0,0,81,2,1,1,48,0,0,74,2,63,1009,80,82,15,42,1,3,41,0,0,0,0,0,0,0,194,45,100,0,0,1,0,12,0,0,58,1,1,0,1,90,0,15,12,53,43,8,0,20,0,1,98,10,72,81,82,2,2,2,2,7,26,55,13,16,31,10,10,20,0,13,13,0,1,41,24,58,1,76,81,581,0,0,-31,0,0,195
45,2,6,2,6,18,Bobby,Hamilton,1000,77,0,230,22,70,0,5,116,18,116,65,35,0,0,80,2,0,0,19,0,0,63,2,63,1009,80,84,19,21,0,3,10,0,0,0,0,0,0,0,194,45,100,1,2,4,0,73,0,0,98,1,5,230,5,79,0,15,23,64,40,10,0,19,0,1,92,21,82,83,86,3,3,3,3,8,31,30,23,13,21,12,23,7,1,10,10,52,8,28,27,1000,0,77,120,999,0,0,-31,0,0,197
45,7,7,7,7,10,Kelly,Gregg,55,85,0,0,11,70,0,7,125,25,125,56,29,0,0,76,1,0,0,7,0,0,55,0,4,1009,79,88,32,30,0,2,10,0,2,0,0,0,0,0,157,45,100,0,0,1,0,20,0,0,97,2,1,0,1,55,0,6,13,78,37,7,0,10,0,1,95,23,88,89,88,2,2,2,2,31,34,15,22,49,40,11,23,25,0,12,12,100,41,42,28,55,0,72,150,999,0,5,-31,0,0,153
45,2,5,2,5,19,Brentson,Buckner,0,48,0,0,24,62,0,10,130,1009,130,54,34,0,0,70,2,0,0,20,0,0,52,2,21,21,72,85,19,21,0,12,10,0,0,0,0,0,0,0,38,45,100,0,0,0,4,10,0,0,99,1,0,0,0,88,0,2,20,73,40,12,0,24,0,1,99,16,88,85,88,2,2,2,2,28,34,32,28,28,37,9,24,39,0,12,12,40,23,35,23,0,0,74,150,999,0,31,-31,0,0,195
45,2,2,2,2,19,James,Darling,340,79,0,0,24,78,0,5,147,7,147,77,31,0,0,84,2,0,0,62,0,0,75,2,27,1009,89,85,18,46,0,13,10,0,0,0,0,0,0,0,251,45,100,0,0,1,4,30,0,0,51,0,4,0,4,69,0,2,17,57,58,9,0,33,0,1,95,14,75,82,84,0,0,0,0,5,28,54,12,41,54,13,3,27,0,14,14,15,8,25,21,340,0,73,87,999,0,3,-31,0,0,195
45,7,4,7,4,24,Terrell,Buckley,0,82,0,0,25,86,0,0,170,1009,170,86,35,0,1,78,2,0,0,62,0,0,80,2,5,16,73,49,15,16,0,7,10,0,0,0,0,0,0,0,64,45,100,4,4,0,0,60,0,0,22,2,0,0,0,94,0,1,23,48,81,13,0,52,0,1,76,20,47,75,82,0,0,0,0,0,14,96,30,26,40,11,27,16,0,16,16,29,5,3,2,0,2,70,20,70,50,31,-31,0,0,198
45,4,4,4,4,21,Corey,Ivy,210,85,0,30,12,88,0,7,171,25,171,90,29,0,1,80,1,0,0,60,0,0,88,2,63,1009,82,48,10,10,0,7,10,0,0,0,0,0,0,0,157,45,100,4,4,3,0,32,0,0,35,2,3,30,3,71,0,15,18,40,76,6,0,34,0,1,95,29,46,71,68,0,0,0,0,4,13,88,9,15,26,11,1,7,0,16,16,32,3,7,1,210,2,68,23,999,0,0,-31,0,0,195
45,2,2,2,2,17,Bobby,Engram,630,88,0,200,24,91,0,5,213,28,213,87,33,0,1,75,2,0,0,86,0,0,94,2,22,1009,71,11,22,23,0,1,42,0,0,0,0,0,0,0,164,45,100,0,0,1,2,15,0,0,84,2,4,200,4,84,0,2,18,60,79,10,0,55,0,1,91,15,46,83,86,0,0,0,0,1,13,91,32,34,31,10,9,10,0,3,3,15,0,4,1,630,0,70,28,632,69,5,-31,0,0,186
