PRL2,PLHA,TLHA,PRHA,TRHA,PTHA,PFNA,PLNA,PTSA,PSTA,PFPB,PVSB,PKAC,PACC,PMPC,PHED,PGID,TGID,POID,PSPD,PAGE,PBRE,PEYE,PTGH,PCPH,PLSH,PRSH,PCTH,PLTH,PRTH,PAGI,PSKI,PDPI,PPTI,PINJ,PTAK,PPBK,PRBK,PNEK,PFMK,PBTK,PTAL,PHCL,PUCL,PLEL,TLEL,PREL,TREL,PCOL,PROL,PLPL,PGSL,PTSL,PCYL,PHLM,PSTM,PHAN,PICN,PJEN,PTEN,PCON,PSBO,PVCO,PEGO,PFHO,PDRO,PTHP,PIMP,PJMP,PYRP,PSXP,PCAR,PTAR,PJER,PMOR,PKPR,PSTR,POVR,PAWR,PLWR,TLWR,PRWR,TRWR,PFAS,PMAS,PSBS,PFCS,PMCS,PFGS,PCHS,PFHS,PMHS,PVIS,PPOS,POPS,PLSS,PFTS,PMTS,PUTS,PVTS,PMUS,PHGT,PWGT,PCMT,PKRT,PYWT,PLHY,PJTY,PSTY,PFEx
12,2,0,2,0,27,Mark,Ingram,740,97,0,390,25,95,0,5,1,27,1,86,22,0,0,95,0,0,0,71,0,0,90,1,28,1023,89,20,51,42,0,13,77,0,0,0,0,0,0,0,3,45,100,0,0,3,4,46,0,0,28,2,4,390,0,85,0,1,25,63,80,2,1645,86,0,1,100,25,74,80,56,2,2,2,2,4,27,64,1,1,33,9,4,15,1,1,1,13,0,12,10,740,0,69,55,1023,45,31,-19,0,0,225
12,0,0,0,0,78,Jake,Locker,1260,97,0,760,18,87,0,4,2,30,55,83,24,0,1,96,0,0,0,20,0,0,84,1,8,1023,85,18,12,20,0,0,74,0,2,0,0,0,0,0,252,18,100,2,3,3,3,48,0,0,10,1,4,760,0,84,0,1,94,65,75,2,1315,57,0,1,97,15,66,73,44,1,0,0,0,1,23,59,2,13,10,7,2,22,0,0,0,37,5,16,10,1260,0,74,68,1023,10,31,-19,0,0,152
12,0,0,0,0,81,Christian,Ponder,1020,95,0,590,22,85,0,7,3,31,3,75,24,0,0,91,0,0,0,16,0,0,74,1,12,1023,74,23,21,23,0,13,57,0,2,0,0,0,0,0,64,45,100,0,2,3,4,28,0,0,7,1,4,590,0,0,0,1,84,67,74,2,498,51,0,1,97,20,53,75,65,1,0,0,0,3,16,65,33,17,27,10,12,11,0,0,0,53,3,26,14,1020,0,74,69,1023,10,31,-19,0,0,281
45,0,0,0,0,71,Jerrod,Johnson,0,90,0,0,20,82,0,5,4,301,4,75,24,0,1,76,0,0,0,40,0,0,76,1,63,1023,87,18,29,15,0,0,52,0,0,0,8,0,8,0,215,45,100,0,0,0,0,54,0,0,5,1,0,0,0,70,0,15,85,21,64,2,0,56,0,1,90,28,57,60,42,2,2,2,2,4,18,55,39,14,16,9,13,15,1,0,0,14,5,40,25,0,0,77,91,1023,10,31,-19,0,0,503
12,0,0,0,0,78,Cam,Newton,2200,95,0,1400,22,90,0,4,5,21,5,85,23,0,1,88,0,0,0,39,0,0,88,1,1,1023,96,30,31,33,0,0,79,0,0,0,0,0,0,0,14,0,100,0,0,3,3,42,0,0,1,1,4,1400,0,90,0,1,95,85,86,2,991,68,0,1,87,24,62,81,59,3,3,3,3,6,21,57,3,6,25,8,3,6,1,0,0,13,1,42,20,2200,0,77,88,1023,10,31,-19,0,0,39
12,0,0,0,0,80,Blaine,Gabbert,1200,88,0,720,22,79,0,9,6,17,6,75,22,0,1,87,0,0,0,18,0,0,72,1,10,1023,90,21,21,22,0,0,55,0,4,0,0,0,0,0,122,45,100,0,2,3,3,50,0,0,11,1,4,720,0,80,0,1,89,58,70,2,85,56,0,1,100,23,60,71,52,3,2,3,2,5,20,70,18,36,28,12,7,14,0,0,0,48,9,16,10,1200,0,77,75,1023,10,31,-19,0,0,473
45,0,0,0,0,77,Pat,Devlin,0,88,0,0,23,70,0,4,7,12,7,65,24,0,1,74,0,0,0,25,0,0,67,1,63,1023,91,15,20,23,0,0,45,0,0,0,0,0,0,0,49,45,100,0,3,0,2,57,0,0,7,2,0,0,0,30,0,15,79,23,65,2,485,50,0,1,92,28,52,58,46,2,2,0,2,4,16,64,38,17,0,12,15,7,0,0,0,53,0,28,11,80,0,75,65,1023,10,31,-19,0,0,133
45,0,0,0,0,65,Tyrod,Taylor,216,88,0,10,24,91,0,5,8,25,8,87,23,0,0,75,0,0,0,65,0,0,89,1,15,1023,90,24,20,22,0,0,59,0,0,0,0,0,0,0,241,45,100,0,3,3,0,41,0,0,2,1,4,10,0,87,0,6,90,37,88,2,971,70,6,1,94,29,55,62,41,1,2,4,2,1,18,68,15,19,20,10,15,0,0,0,0,29,2,10,8,216,0,73,57,1023,70,31,-19,0,1,460
45,6,0,6,0,25,Evan,Royster,0,82,0,0,13,84,0,5,9,1009,9,80,24,0,1,80,0,0,0,68,0,0,82,1,12,1023,94,18,35,30,0,11,79,0,0,0,0,0,0,0,164,45,100,0,0,0,4,51,0,0,35,0,0,0,0,65,0,6,24,50,75,2,1612,82,0,1,94,18,72,70,44,3,1,3,0,0,26,74,37,10,11,8,1,11,0,1,1,43,2,9,8,80,0,73,53,1023,75,31,-19,0,0,149
45,0,0,0,0,85,Andy,Dalton,520,92,0,200,19,70,0,4,10,2,10,66,24,0,1,94,0,0,0,24,0,0,68,1,3,1023,96,23,13,24,0,7,46,0,3,0,0,0,0,0,207,45,100,0,0,3,1,50,0,0,14,2,4,200,0,70,0,2,87,72,66,2,1273,60,0,1,97,12,60,79,73,7,3,2,3,2,20,72,14,18,0,11,2,11,0,0,0,40,1,7,9,520,0,74,60,1023,10,31,-19,0,0,83
45,0,0,0,0,73,Colin,Kaepernick,640,96,0,240,13,81,0,7,11,15,11,85,24,0,1,94,0,0,0,36,0,0,86,1,4,1023,95,18,25,20,0,13,69,6,2,0,0,0,0,0,143,18,100,2,0,3,4,43,0,0,7,1,4,240,0,85,0,2,91,53,84,2,649,57,8,1,98,11,63,82,74,0,1,0,0,3,22,52,4,6,10,7,2,3,0,0,0,31,8,22,14,640,0,77,73,1023,10,31,-19,0,0,133
