PRL2,PLHA,TLHA,PRHA,TRHA,PTHA,PFNA,PLNA,PTSA,PSTA,PFPB,PVSB,PKAC,PACC,PMPC,PHED,PGID,TGID,POID,PSPD,PAGE,PBRE,PEYE,PTGH,PCPH,PLSH,PRSH,PCTH,PLTH,PRTH,PAGI,PSKI,PDPI,PPTI,PINJ,PTAK,PPBK,PRBK,PNEK,PFMK,PBTK,PTAL,PHCL,PUCL,PLEL,TLEL,PREL,TREL,PCOL,PROL,PLPL,PGSL,PTSL,PCYL,PHLM,PSTM,PHAN,PICN,PJEN,PTEN,PCON,PSBO,PVCO,PEGO,PFHO,PDRO,PTHP,PIMP,PJMP,PYRP,PSXP,PCAR,PTAR,PJER,PMOR,PKPR,PSTR,POVR,PAWR,PLWR,TLWR,PRWR,TRWR,PFAS,PMAS,PSBS,PFCS,PMCS,PFGS,PCHS,PFHS,PMHS,PVIS,PPOS,POPS,PLSS,PFTS,PMTS,PUTS,PVTS,PMUS,PHGT,PWGT,PCMT,PKRT,PYWT,PLHY,PJTY,PSTY,PFEx
45,0,0,0,0,83,Alex,Van Pelt,0,84,0,0,18,42,0,7,1,1009,1,46,34,0,0,81,2,0,0,15,0,0,47,1,20,3,85,21,15,16,0,0,33,0,2,0,0,0,0,0,166,45,100,2,2,0,0,50,0,0,10,0,0,0,0,75,0,7,82,55,44,9,0,47,0,1,95,29,57,68,70,2,2,2,2,5,18,88,5,14,0,11,0,11,0,0,0,0,3,5,5,0,0,73,60,458,0,0,-31,0,0,150
45,0,0,0,0,83,Shane,Matthews,66,85,0,0,10,40,0,7,4,3,4,45,34,0,0,64,2,0,0,15,0,0,48,0,63,1009,75,21,15,16,0,0,38,0,2,0,0,0,0,0,62,45,100,1,1,1,0,40,0,0,6,0,1,0,1,75,0,15,84,48,50,10,0,35,0,1,74,10,53,71,75,3,2,3,2,2,16,86,5,14,0,9,0,11,0,0,0,0,1,7,7,0,0,75,35,999,0,0,-31,0,0,150
45,0,0,0,0,82,Rick,Mirer,76,74,0,0,10,54,0,7,10,19,10,57,34,0,0,82,2,0,0,15,0,0,58,0,2,1009,70,21,15,16,0,6,47,0,4,0,0,0,0,0,152,45,100,1,2,1,0,55,0,0,5,0,1,0,1,75,0,1,84,53,36,11,0,36,0,1,97,10,52,74,74,2,2,2,2,1,16,65,5,14,0,9,0,11,0,0,0,0,1,9,7,0,0,75,50,999,0,0,-31,0,0,150
45,0,0,0,0,83,Rodney,Peete,400,86,0,90,21,53,0,4,11,21,11,54,38,0,0,84,2,0,0,10,0,0,55,1,2,1009,77,20,10,10,0,1,43,0,0,0,0,0,0,0,231,45,100,1,2,2,0,32,0,0,9,0,3,90,3,75,0,6,83,58,43,14,0,42,0,1,78,19,56,75,78,1,1,0,0,2,18,62,5,14,0,9,0,11,0,0,0,0,3,27,12,0,0,72,70,616,0,0,-31,0,0,188
45,0,0,0,0,40,Brian,Mitchell,0,80,0,0,33,84,0,0,13,1009,13,86,35,0,0,80,2,0,0,63,0,0,84,1,21,16,74,12,29,35,0,1,61,5,0,0,0,0,0,0,228,45,100,0,0,0,0,0,0,0,30,2,0,0,0,75,0,5,49,46,68,14,0,75,0,1,65,36,59,67,63,2,2,2,2,3,20,52,52,26,18,13,24,7,0,1,1,0,10,34,12,0,0,71,61,569,95,0,-31,0,0,188
45,2,5,2,5,15,Mark,Campbell,60,78,0,5,5,71,0,7,57,3,57,65,28,0,1,84,1,0,0,75,0,0,65,0,63,5,80,27,59,60,0,6,50,0,2,0,2,2,2,2,117,45,100,0,0,1,0,30,0,0,84,2,1,5,1,75,0,15,17,48,61,5,0,61,0,1,95,11,67,74,72,2,2,2,2,6,24,39,15,16,7,7,10,0,0,4,4,0,1,20,22,0,0,78,95,999,0,0,-31,0,0,150
45,3,3,3,3,18,Barry,Stokes,470,58,0,85,21,58,0,7,75,16,75,48,30,0,0,83,1,0,0,15,0,0,47,1,63,1009,73,21,85,80,0,2,30,0,3,0,0,2,0,2,58,45,100,0,0,5,0,0,0,0,79,1,5,85,5,75,0,15,25,47,50,6,0,14,0,1,95,14,88,77,79,0,0,0,0,9,34,47,25,4,28,13,17,17,0,7,7,0,6,24,24,0,0,76,150,999,0,0,-31,0,0,151
45,3,3,3,3,30,Kelvin,Garmon,365,44,0,90,35,62,0,1,80,5,80,46,27,0,0,71,1,0,0,15,0,0,48,3,37,1009,76,21,85,92,0,2,20,0,0,0,2,2,2,2,17,45,100,0,0,3,0,15,0,0,63,0,3,90,3,75,0,7,27,76,37,5,0,14,0,1,90,28,93,84,79,2,2,2,2,43,36,24,33,4,58,10,35,17,0,8,8,0,51,40,26,0,0,74,190,999,0,0,-31,0,0,186
45,1,1,1,1,10,Joe,Wong,23,70,0,0,15,55,0,7,104,23,104,53,26,1,1,77,1,1,1,13,0,0,47,3,63,1009,79,15,69,73,0,2,10,0,0,0,2,2,2,2,26,45,100,0,0,1,0,29,0,0,77,2,1,0,1,75,0,15,20,19,42,4,0,14,0,1,100,16,84,61,60,2,0,2,0,13,32,41,18,29,35,10,17,13,0,8,8,0,25,32,26,0,0,76,153,999,0,0,-31,0,0,177
45,3,3,3,3,21,Scott,Gragg,1600,65,0,165,23,63,0,7,106,15,106,44,32,0,0,84,2,1,1,27,0,0,46,1,22,1009,75,26,88,90,0,3,34,0,2,0,2,2,2,2,124,45,100,0,0,4,0,5,0,0,78,2,5,165,5,75,0,2,19,79,48,9,0,26,0,1,95,24,94,86,88,2,2,2,2,8,37,29,25,8,33,8,17,0,0,9,9,0,16,26,27,0,0,80,165,999,0,0,-31,0,0,151
45,5,5,5,5,15,Jeff,Posey,647,75,0,180,16,82,0,5,112,3,112,78,28,1,0,81,1,1,1,55,0,0,80,1,63,1009,80,88,15,42,1,3,20,0,0,0,0,0,0,0,194,45,100,2,2,3,0,32,0,0,96,1,4,180,4,75,0,15,12,73,43,6,0,20,0,1,98,10,76,89,86,2,2,2,2,3,28,59,13,16,13,9,10,20,0,13,13,0,8,31,21,0,0,76,81,581,0,0,-31,0,0,188
45,6,6,6,6,18,Bobby,Hamilton,66,77,0,0,22,70,0,5,116,23,116,64,33,1,1,80,2,0,0,19,0,0,64,1,63,1009,80,85,19,21,0,3,20,0,0,0,0,0,0,0,194,45,100,2,3,1,0,70,0,0,98,2,1,0,1,75,0,15,23,60,40,8,0,19,0,1,92,21,82,82,82,0,0,0,0,8,31,30,22,13,28,8,15,7,1,10,10,0,6,33,29,0,0,77,120,999,0,0,-31,0,0,188
45,7,7,7,7,22,Anthony,Pleasant,0,66,0,0,14,72,0,5,121,1009,121,63,36,0,0,71,2,0,0,29,0,0,64,1,20,22,85,88,19,21,0,2,32,0,0,0,3,2,3,2,212,45,100,0,0,0,0,25,0,0,98,1,0,0,0,75,0,3,19,62,46,14,0,33,0,1,94,16,75,83,87,2,2,2,2,5,28,41,24,22,32,13,22,22,0,10,10,0,8,34,26,0,0,77,120,999,0,0,-31,0,0,188
45,7,7,7,7,10,Kelly,Gregg,55,64,0,0,11,62,0,7,125,25,125,55,27,0,0,76,1,0,0,7,0,0,57,0,4,1009,74,88,32,30,0,2,15,0,2,0,0,0,0,0,157,45,100,0,0,1,0,40,0,0,97,1,1,0,1,75,0,6,13,80,37,5,0,10,0,1,95,23,88,85,83,2,2,2,2,50,34,27,34,49,39,9,29,25,0,12,12,0,42,32,23,0,0,72,150,999,0,0,-31,0,0,150
45,2,2,2,2,19,Brentson,Buckner,900,48,0,150,24,68,0,14,130,21,130,59,32,0,0,70,2,0,0,20,0,0,54,1,21,1009,72,86,19,21,0,3,26,0,0,0,0,0,0,0,38,45,100,0,0,4,0,35,0,0,99,1,5,150,5,75,0,2,20,82,40,10,0,24,0,1,99,16,90,90,90,0,0,0,0,45,35,32,30,28,33,12,35,39,0,12,12,0,21,42,22,0,0,74,150,999,0,0,-31,0,0,188
45,6,6,6,6,19,Darrin,Smith,0,75,0,0,22,76,0,4,139,1009,139,74,34,0,0,79,2,0,0,59,0,0,72,1,25,27,69,86,18,46,0,3,34,0,2,0,0,1,0,1,115,45,100,0,0,0,0,20,0,0,54,2,0,0,0,75,0,2,20,63,65,11,0,28,0,1,95,21,69,80,84,2,2,2,2,4,24,63,27,35,0,7,13,24,0,14,14,0,10,16,11,0,0,73,76,422,0,0,-31,0,0,188
45,4,6,4,6,19,James,Darling,340,81,0,0,24,77,0,5,147,7,147,75,29,1,0,84,1,0,0,60,0,0,70,1,27,1009,75,81,18,46,0,13,34,0,0,0,8,0,8,0,251,45,100,2,2,3,3,40,0,0,51,2,4,0,4,75,0,2,17,56,58,7,0,33,0,1,95,14,72,76,72,2,0,2,0,6,26,55,12,41,10,8,3,27,0,15,15,0,1,43,22,0,0,73,87,999,0,0,-31,0,0,188
45,7,4,7,4,24,Terrell,Buckley,54,82,0,0,25,88,0,0,170,18,170,88,33,0,1,78,2,0,0,65,0,0,86,1,5,1009,73,49,15,16,0,7,30,0,0,0,0,0,0,0,64,45,100,4,4,1,0,60,0,0,27,2,1,0,1,75,0,1,23,61,81,12,0,52,0,1,76,20,47,79,85,0,0,0,0,5,14,92,30,26,13,11,27,16,0,16,16,0,3,7,0,0,0,70,20,70,50,0,-31,0,0,188
45,4,4,4,4,21,Corey,Ivy,55,85,0,0,12,87,0,7,171,6,171,90,27,0,1,80,1,0,0,58,0,0,87,1,63,1009,82,48,10,10,0,7,10,0,0,0,0,0,0,0,157,45,100,4,4,1,0,32,0,0,35,2,1,0,1,75,0,15,18,32,76,5,0,34,0,1,95,29,46,67,59,0,0,0,0,1,13,98,9,15,2,12,1,7,0,16,16,0,0,6,0,0,0,68,23,999,0,0,-31,0,0,188
45,2,2,2,2,16,Brian,Walker,1000,79,0,50,19,83,0,7,180,19,180,81,32,0,0,88,2,2,2,54,0,0,77,1,63,1009,84,78,15,40,0,1,25,0,0,0,0,0,0,0,251,45,100,0,0,4,0,35,0,0,45,2,5,50,5,75,0,15,22,62,77,8,0,31,0,1,95,17,64,79,79,6,6,6,6,5,22,91,13,36,0,13,0,30,0,18,18,0,1,13,6,0,0,73,45,466,10,0,-31,0,0,188
45,2,2,2,2,17,Bobby,Engram,630,88,0,200,24,87,0,5,213,28,213,85,31,0,1,75,1,0,0,85,0,0,93,0,22,1009,71,11,22,23,0,1,40,0,0,0,0,0,0,0,164,45,100,0,0,3,2,15,0,0,84,0,4,200,4,75,0,2,18,59,74,8,0,52,0,1,91,15,45,80,86,0,0,0,0,5,12,80,32,34,11,7,9,10,0,3,3,0,2,2,8,0,0,70,28,632,69,0,-31,0,0,187
45,2,2,2,2,23,Marcus,Robinson,900,87,0,200,30,87,1,5,214,31,214,88,29,0,0,68,1,0,0,85,0,0,86,1,12,1009,57,26,29,39,0,1,62,0,0,0,0,0,0,0,176,45,100,3,3,4,0,60,0,0,87,2,4,200,4,75,0,4,19,63,92,7,0,73,0,1,90,28,62,83,80,3,3,3,3,0,21,67,23,19,8,9,9,16,0,3,3,0,5,6,9,0,0,75,55,999,35,0,-31,0,0,188
45,0,3,0,3,22,Blake,Brockermeyer,0,60,0,0,29,68,0,7,216,1009,216,47,31,0,0,92,2,1,1,16,0,0,44,0,29,4,80,26,85,85,0,2,29,0,2,0,1,0,1,0,214,45,100,0,0,0,0,35,0,0,71,2,0,0,0,75,0,1,26,56,33,9,0,30,0,1,100,33,87,78,78,0,3,0,3,47,34,30,31,23,33,8,32,11,0,5,5,0,23,38,26,0,0,74,140,999,0,0,-31,0,0,150
45,3,3,3,3,25,Olin,Kreutz,2298,56,1,330,24,88,0,7,218,1,218,63,27,0,0,91,1,0,0,24,0,0,60,3,3,1015,81,29,94,92,3,2,35,0,2,0,0,0,0,0,252,45,100,0,0,5,0,15,0,0,57,1,6,330,6,75,0,3,31,84,18,6,0,21,0,1,95,20,91,98,90,0,0,0,0,7,36,43,20,24,34,12,15,36,0,7,7,0,30,28,30,0,0,74,133,999,0,0,-31,0,0,177
45,3,3,3,3,36,Chris,Villarrial,843,64,0,128,15,64,0,7,219,3,219,45,31,0,0,91,2,0,0,27,0,0,42,0,20,1009,78,19,79,93,1,2,30,0,2,0,2,3,2,3,273,45,100,0,0,4,0,0,0,0,58,0,4,128,4,75,0,5,37,75,32,8,0,30,0,1,92,14,92,85,87,3,3,3,3,25,36,17,21,36,43,12,22,0,0,8,8,0,44,34,22,0,0,75,150,999,0,0,-31,0,0,150
45,3,3,3,3,19,James,Williams,0,47,0,0,21,47,0,1,220,1009,220,37,36,0,0,87,2,0,0,29,0,0,40,0,63,1,81,26,85,90,1,2,21,0,0,0,2,2,2,2,265,45,100,0,0,0,0,10,0,0,71,0,0,0,0,75,0,15,37,99,30,13,0,13,0,1,100,24,92,82,90,2,2,2,2,17,36,40,15,0,35,10,16,16,0,9,9,0,22,34,27,0,0,79,172,999,0,0,-31,0,0,187
45,2,2,2,2,19,Bryan,Robinson,150,75,0,0,14,69,0,0,221,12,221,58,30,0,0,83,1,0,0,23,0,0,58,1,63,1009,67,85,27,24,0,2,29,0,0,0,2,2,2,2,66,45,100,0,0,1,0,23,0,0,98,2,1,0,1,75,0,15,20,62,54,7,0,24,0,1,90,15,79,80,80,3,3,3,3,10,30,45,25,19,20,12,21,11,0,12,12,0,4,28,30,0,0,76,134,999,0,0,-31,0,0,188
45,6,6,6,6,23,Phillip,Daniels,674,77,0,185,25,65,0,1,222,26,222,64,31,0,0,89,2,0,0,21,0,0,65,1,4,1009,79,90,19,26,0,3,31,6,0,0,0,1,0,1,70,45,100,0,0,5,0,35,0,0,93,1,5,185,5,75,0,4,25,78,55,8,0,20,2,1,90,27,86,84,80,3,3,3,3,10,33,42,18,18,23,8,19,17,0,11,11,0,10,33,22,0,0,77,125,112,0,0,-31,0,0,188
45,5,6,5,6,17,Brian,Urlacher,3480,95,1,1400,18,90,0,5,224,1,224,87,26,0,1,97,1,0,0,62,0,0,86,1,9,1015,97,95,21,53,0,3,39,0,1,0,0,0,0,0,145,45,100,0,0,6,0,0,0,1,54,0,7,1400,7,75,0,1,31,93,78,4,0,47,11,1,80,17,80,97,89,3,3,3,3,3,30,52,0,40,0,7,0,40,0,14,14,0,6,34,21,0,0,76,94,457,0,0,-31,0,0,151
