round,pick,team,name,pos,age,last_season,all_pro,pro_bowls,seasons_started,career_av,draft_av,college
1,1,BUF,Walt Patulski,DE,22,1977,0,0,4,20,19,Notre Dame
1,2,CIN,Sherman White,DE,23,1983,0,0,12,59,24,California
1,3,CHI,Lionel Antoine,T,22,1978,0,0,3,16,16,Southern Illinois
1,4,STL,Ahmad Rashad,WR,22,1982,0,4,10,56,6,Oregon
1,5,DEN,Riley Odoms,TE,22,1983,2,4,10,54,54,Houston
1,6,HOU,Greg Sampson,T,21,1978,0,0,5,30,30,Stanford
1,7,GNB,Willie Buchanon,DB,21,1982,1,2,8,56,44,San Diego St.
1,8,NOR,Royce Smith,G,23,1976,0,0,1,9,6,Georgia
1,9,NYJ,Jerome Barkum,TE,22,1983,0,1,10,42,42,Jackson St.
1,10,MIN,Jeff Siemon,LB,22,1982,0,4,9,64,64,Stanford
1,11,GNB,Jerry Tagge,QB,22,1974,0,0,1,8,8,Nebraska
1,12,CHI,Craig Clemons,DB,23,1977,0,0,4,25,25,Iowa
1,13,PIT,Franco Harris,RB,22,1984,1,9,12,103,103,Penn St.
1,14,PHI,John Reaves,QB,22,1987,0,0,0,10,5,Florida
1,15,ATL,Clarence Ellis,DB,22,1974,0,0,3,16,16,Notre Dame
1,16,DET,Herb Orvis,DT,25,1981,0,0,7,42,27,Colorado
1,17,NYG,Eldridge Small,DB,23,1974,0,0,1,7,7,Texas A&M-Kingsville
1,18,CLE,Thom Darden,DB,22,1981,0,1,9,55,55,Michigan
1,19,SFO,Terry Beasley,WR,22,1975,0,0,1,6,6,Auburn
1,20,NYJ,Michael Taylor,LB,22,1973,0,0,0,5,5,Michigan
1,21,OAK,Mike Siani,WR,22,1980,0,0,2,30,26,Villanova
1,22,BAL,Tom Drougas,T,22,1976,0,0,1,15,6,Oregon
1,23,KAN,Jeff Kinney,RB,22,1976,0,0,1,14,10,Nebraska
1,24,NYG,Larry Jacobson,DT,22,1974,0,0,1,9,9,Nebraska
1,25,MIA,Mike Kadish,DT,22,1981,0,0,6,29,,Notre Dame
1,26,DAL,Bill Thomas,RB,23,1974,0,0,0,0,0,Boston Col.
2,27,BUF,Reggie McKenzie,G,22,1984,1,0,12,71,62,Michigan
2,28,SFO,Ralph McGill,DB,22,1979,0,0,3,26,25,Tulsa
2,29,CIN,Tommy Casanova,DB,22,1977,1,3,6,43,43,LSU
2,30,RAM,Jim Bertelsen,RB,22,1976,0,1,4,37,37,Texas
2,31,NOR,Willie Hall,LB,22,1978,0,0,4,25,3,USC
2,32,STL,Mark Arneson,LB,22,1980,0,0,8,42,42,Arizona
2,33,OAK,Kelvin Korver,DT,23,1975,0,0,0,10,10,Texas A&M
2,34,GNB,Chester Marcol,K,22,1980,2,2,0,21,21,Hillsdale
2,35,DAL,Robert Newhouse,RB,22,1983,0,0,5,45,45,Houston
2,36,SDG,Pete Lazetich,DE,22,1977,0,0,1,13,7,Stanford
2,37,PHI,Dan Yochum,T,,,0,0,0,,,Syracuse
2,38,PIT,Gordon Gravelle,T,23,1979,0,0,4,32,20,BYU
2,39,DAL,John Babinecz,LB,22,1975,0,0,0,9,8,Villanova
2,40,ATL,Pat Sullivan,QB,22,1975,0,0,0,3,3,Auburn
2,41,ATL,Steve Okoniewski,DT,23,1977,0,0,1,14,,Montana
2,42,ATL,Rosie Manning,DT,22,1975,0,0,0,9,6,NE State (OK)
2,43,OAK,John Vella,T,22,1980,0,0,3,31,30,USC
2,44,SFO,Jean Barrett,T,21,1980,0,0,2,24,24,Tulsa
2,45,CLE,Clifford Brooks,DB,23,1976,0,0,0,9,7,Tennessee St.
2,46,BAL,Jack Mildren,DB,22,1974,0,0,2,12,7,Oklahoma
2,47,BAL,Glenn Doughty,WR,21,1979,0,0,7,40,40,Michigan
2,48,BAL,Lydell Mitchell,RB,23,1980,0,3,6,89,77,Penn St.
2,49,NWE,Tom Reynolds,WR,23,1973,0,0,0,2,1,San Diego St.
2,50,MIN,Ed Marinaro,RB,22,1977,0,0,2,23,21,Cornell
2,51,CLE,Lester Sims,DE,,,0,0,0,,,Alabama
2,52,DAL,Charlie McKee,WR,,,0,0,0,,,Arizona
3,53,BUF,Fred Swendsen,DE,,,0,0,0,,,Notre Dame
3,54,CIN,Jim LeClair,LB,21,1983,0,1,9,56,56,North Dakota
3,55,NYG,John Mendenhall,DT,23,1980,0,0,9,47,40,Grambling St.
3,56,HOU,Lewis Jolley,RB,22,1973,0,0,0,1,1,North Carolina
3,57,STL,Tom Beckman,DE,21,1972,0,0,0,1,1,Michigan
3,58,DEN,Bill Phillips,LB,,,0,0,0,,,Arkansas St.
3,59,MIN,Bart Buetow,T,21,1976,0,0,0,4,1,Minnesota
3,60,NOR,Bob Kuziel,C,22,1980,0,0,3,25,0,Pittsburgh
3,61,SDG,Bill McClard,K,22,1975,0,0,0,4,1,Arkansas
3,62,CHI,Johnny Musso,RB,22,1977,0,0,0,3,3,Alabama
3,63,PIT,John McMakin,TE,21,1976,0,0,2,8,7,Clemson
3,64,DAL,Mike Keller,LB,22,1972,0,0,0,3,3,Michigan
3,65,DET,Ken Sanders,DE,22,1981,0,0,5,37,37,Howard Payne
3,66,NYJ,Gary Hammond,WR,23,1976,0,0,0,2,,SMU
3,67,ATL,Les Goodman,RB,22,1974,0,0,0,2,,Yankton
3,68,PHI,Tom Luken,G,22,1978,0,0,1,13,13,Purdue
3,69,NYG,Tommy Mozisek,RB,,,0,0,0,,,Houston
3,70,RAM,Lawrence McCutcheon,RB,22,1981,0,5,5,77,75,Colorado St.
3,71,SFO,Jubilee Dunbar,WR,23,1974,0,0,1,5,,Southern
3,72,OAK,Mel Lunsford,DE,22,1980,0,0,5,31,,Central State (OH)
3,73,NWE,Jim White,DE,24,1976,0,0,0,10,2,Colorado St.
3,74,NOR,Tom Myers,DB,21,1981,0,1,9,49,49,Syracuse
3,75,HOU,Solomon Freelon,G,21,1974,0,0,1,7,7,Grambling St.
3,76,PHI,Bobby Majors,DB,23,1972,0,0,0,0,,Tennessee
