round,pick,team,name,pos,age,last_season,all_pro,pro_bowls,seasons_started,career_av,draft_av,college
1,1,BUF,Tom Cousineau,LB,22,1987,0,0,4,38,,Ohio St.
1,2,KAN,Mike Bell,DE,22,1991,0,0,7,45,45,Colorado St.
1,3,CIN,Jack Thompson,QB,23,1984,0,0,1,13,6,Washington St.
1,4,CHI,Dan Hampton,DE,21,1990,1,4,11,102,102,Arkansas
1,5,BUF,Jerry Butler,WR,21,1986,0,1,6,35,35,Clemson
1,6,BAL,Barry Krauss,LB,22,1989,0,0,8,48,44,Alabama
1,7,NYG,Phil Simms,QB,23,1993,0,2,11,91,91,Morehead St.
1,8,STL,Ottis Anderson,RB,22,1992,1,2,9,80,67,Miami (FL)
1,9,CHI,Al Harris,DE,22,1990,0,0,6,49,39,Arizona St.
1,10,DET,Keith Dorney,T,21,1987,0,1,8,47,47,Penn St.
1,11,NOR,Russell Erxleben,P,22,1987,0,0,0,8,8,Texas
1,12,CIN,Charles Alexander,RB,22,1985,0,0,5,26,26,LSU
1,13,SDG,Kellen Winslow,TE,21,1987,3,5,7,63,63,Missouri
1,14,NYJ,Marty Lyons,DE,22,1989,0,0,10,49,49,Alabama
1,15,GNB,Eddie Lee Ivery,RB,22,1986,0,0,4,34,34,Georgia Tech
1,16,MIN,Ted Brown,RB,22,1986,0,0,7,50,50,North Carolina St.
1,17,ATL,Don Smith,NT,22,1987,0,0,6,36,34,Miami (FL)
1,18,SEA,Manu Tuiasosopo,DT,22,1986,0,0,5,38,26,UCLA
1,19,RAM,George Andrews,LB,23,1984,0,0,4,29,29,Nebraska
1,20,CLE,Willis Adams,WR,23,1985,0,0,0,9,9,Houston
1,21,PHI,Jerry Robinson,LB,22,1991,0,1,10,72,48,UCLA
1,22,DEN,Kelvin Clark,T,23,1985,0,0,1,17,8,Nebraska
1,23,KAN,Steve Fuller,QB,22,1986,0,0,2,28,22,Clemson
1,24,MIA,Jon Giesler,T,22,1988,0,0,9,52,52,Michigan
1,25,NWE,Rick Sanford,DB,22,1985,0,0,3,32,32,South Carolina
1,26,RAM,Kent Hill,G,22,1987,0,5,8,60,52,Georgia Tech
1,27,DAL,Robert Shaw,C,22,1981,0,0,0,5,5,Tennessee
1,28,PIT,Greg Hawthorne,RB,23,1987,0,0,1,14,11,Baylor
2,29,SFO,James Owens,RB,24,1984,0,0,1,12,4,UCLA
2,30,CIN,Dan Ross,TE,22,1986,0,1,6,35,34,Northeastern
2,31,HOU,Mike Stensrud,NT,23,1989,0,0,4,32,23,Iowa St.
2,32,BUF,Fred Smerlas,NT,22,1992,1,5,10,83,81,Boston Col.
2,33,TAM,Greg Roberts,G,22,1982,0,0,3,18,18,Oklahoma
2,34,TAM,Gordon Jones,WR,22,1983,0,0,2,13,11,Pittsburgh
2,35,STL,Theotis Brown,RB,22,1984,0,0,2,25,7,UCLA
2,36,NYG,Earnest Gray,WR,22,1985,0,0,5,27,27,Memphis
2,37,DET,Ken Fantetti,LB,22,1985,0,0,5,39,39,Wyoming
2,38,NOR,Reggie Mathis,LB,23,1980,0,0,1,7,7,Oklahoma
2,39,CHI,Rickey Watts,WR,22,1983,0,0,1,16,16,Tulsa
2,40,CLE,Lawrence Johnson,DB,21,1987,0,0,1,19,15,Wisconsin
2,41,NYJ,Mark Gastineau,DE,22,1988,3,5,7,84,84,Arizona St.
2,42,OAK,Willie Jones,DE,21,1981,0,0,0,6,6,Florida St.
2,43,MIN,Dave Huffman,G,22,1990,0,0,1,19,19,Notre Dame
2,44,GNB,Steve Atkins,RB,23,1981,0,0,0,3,3,Maryland
2,45,SEA,Joe Norman,LB,22,1983,0,0,1,7,7,Indiana
2,46,STL,Calvin Favron,LB,22,1982,0,0,0,10,10,Southeastern Louisiana
