round,pick,team,name,pos,age,last_season,all_pro,pro_bowls,seasons_started,career_av,draft_av,college
1,1,MIN,Tommy Mason,RB,22,1971,1,3,5,50,39,Tulane
1,2,WAS,Norm Snead,QB,22,1976,0,4,12,87,21,Wake Forest
1,3,WAS,Joe Rutgens,DT,22,1969,0,2,7,44,44,Illinois
1,4,RAM,Marlin McKeever,LB,21,1973,0,1,9,48,38,USC
1,5,CHI,Mike Ditka,TE,21,1972,2,5,7,56,47,Pittsburgh
1,6,SFO,Jimmy Johnson,DB,23,1976,3,5,16,103,103,UCLA
1,7,BAL,Tom Matte,RB,22,1972,0,2,5,68,68,Ohio St.
1,8,STL,Ken Rice,T,21,1967,0,1,4,26,,Auburn
1,9,SFO,Bernie Casey,HB,22,1968,0,1,6,53,37,Bowling Green
1,10,CLE,Bobby Crespino,SE,23,1968,0,0,2,8,1,Mississippi
1,11,SFO,Billy Kilmer,QB,22,1978,0,1,11,75,9,UCLA
1,12,GNB,Herb Adderley,DB,22,1972,5,5,11,106,95,Michigan St.
1,13,DAL,Bob Lilly,DT,22,1974,7,11,14,112,112,TCU
1,14,PHI,Art Baker,FB,23,1962,0,0,1,5,,Syracuse
2,15,MIN,Rip Hawkins,LB,22,1965,0,1,5,31,31,North Carolina
2,16,DAL,E.J. Holub,LB,23,1970,2,5,8,71,,Texas Tech
2,17,NYG,Bob Gaiters,HB,23,1963,0,0,1,8,5,New Mexico St.
2,18,RAM,Elbert Kimbrough,DB,23,1968,0,0,5,28,1,Northwestern
2,19,PIT,Myron Pottios,LB,22,1973,0,3,7,62,27,Notre Dame
2,20,CHI,Bill Brown,RB,23,1974,0,4,8,72,0,Illinois
2,21,BAL,Tom Gilburg,T,22,1965,0,0,0,9,9,Syracuse
2,22,STL,Fred Arbanas,TE,22,1970,3,5,9,33,,Michigan St.
2,23,DET,Dan LaRose,T,22,1966,0,0,4,25,16,Missouri
2,24,SFO,Roland Lakes,DT,21,1971,0,0,10,50,47,Wichita St.
2,25,NYG,Bruce Tarbox,G,22,1961,0,0,0,3,,Syracuse
2,26,GNB,Ron Kostelnik,DT,21,1969,0,0,5,43,41,Cincinnati
2,27,CLE,Ed Nutting,T,22,1963,0,0,1,5,1,Georgia Tech
2,28,PHI,Bo Strange,C,,,0,0,0,,,LSU
3,29,MIN,Fran Tarkenton,QB,21,1978,1,9,18,148,88,Georgia
3,30,DAL,Stew Barber,T,22,1969,2,5,9,54,,Penn St.
3,31,STL,Billy Wilson,T,,,0,0,0,,,Auburn
3,32,RAM,Harold Beaty,G,,,0,0,0,,,Oklahoma St.
3,33,CHI,Claude Gibson,DB,22,1965,0,0,2,19,,North Carolina St.
3,34,DET,Dick Mills,G,22,1962,0,0,0,4,4,Pittsburgh
3,35,BAL,Jerry Hill,RB,21,1970,0,0,5,34,34,Wyoming
3,36,PHI,Jim Wright,DB,22,1964,0,0,0,2,,Memphis
3,37,SFO,Bill Cooper,FB,22,1964,0,0,0,0,0,Muskingum
3,38,DET,Houston Antwine,DT,22,1972,1,6,9,70,,Southern Illinois
3,39,WAS,Jim Cunningham,FB,22,1963,0,0,0,5,5,Pittsburgh
3,40,GNB,Phil Nugent,DB,22,1961,0,0,1,6,,Tulane
3,41,RAM,Ron Miller,QB,22,1962,0,0,0,1,1,Wisconsin
3,42,PHI,Don Oakes,T,23,1968,0,1,5,32,3,Virginia Tech
4,43,MIN,Chuck Lamson,DB,22,1967,0,0,5,28,7,Wyoming
4,44,DAL,Sonny Davis,LB,22,1961,0,0,0,1,1,Baylor
4,45,RAM,Charlie Cowan,T,23,1975,0,3,14,72,72,New Mex. Highlands
4,46,NYG,Ben Davidson,DE,21,1971,1,3,8,60,,Washington
4,47,SFO,Aaron Thomas,TE,23,1970,0,1,4,46,2,Oregon St.
4,48,CHI,Ernie Ladd,DT,22,1968,3,4,6,57,,Grambling St.
4,49,BAL,Ken Gregory,E,24,1963,0,0,0,1,0,Whittier
4,50,STL,Ron McDole,DE,21,1978,1,2,15,97,0,Nebraska
4,51,DET,Ron Hartline,FB,,,0,0,0,,,Oklahoma
4,52,SFO,Dale Messer,HB,24,1965,0,0,0,2,2,Fresno St.
4,53,PHI,Dan Ficca,G,22,1966,0,0,2,18,,USC
4,54,GNB,Paul Dudley,HB,22,1963,0,0,0,2,,Arkansas
4,55,CLE,John Brown,T,22,1971,0,0,8,43,20,Syracuse
4,56,GNB,Joe LeSage,G,,,0,0,0,,,Tulane
5,57,MIN,Ed Sharockman,DB,21,1972,0,0,9,62,62,Pittsburgh
5,58,SFO,Clark Miller,DE,23,1970,0,0,7,37,34,Utah St.
5,59,PIT,Fred Mautino,E,,,0,0,0,,,Syracuse
5,60,RAM,Willie Hector,T,21,1961,0,0,0,3,3,Pacific
5,61,CHI,Keith Lincoln,FB,22,1968,2,5,4,48,,Washington St.
5,62,BAL,Ed Dyas,B,,,0,0,0,,,Auburn
5,63,BAL,Ron Osborne,T,,,0,0,0,,,Clemson
5,64,STL,Glenn Bass,SE,22,1968,0,0,3,28,,East Carolina
5,65,SFO,Bob McCreary,T,22,1961,0,0,0,2,,Wake Forest
5,66,DET,Earl Faison,DE,22,1966,4,5,5,59,,Indiana
5,67,NYG,Jerry Daniels,E,,,0,0,0,,,Mississippi
5,68,GNB,Jack Novak,G,,,0,0,0,,,Miami (FL)
5,69,CLE,Mike Lucci,LB,21,1973,0,1,9,61,6,Tennessee
5,70,DET,Ron Puckett,T,,,0,0,0,,,Los Angeles St.
6,71,MIN,Jerry Burch,WR,21,1961,0,0,0,1,,Georgia Tech
6,72,WAS,Joe Krakoski,DB,23,1966,0,0,3,23,4,Illinois
6,73,WAS,John O'Day,T,,,0,0,0,,,Miami (FL)
6,74,RAM,Bruce Olderman,T,,,0,0,0,,,Allegheny
6,75,RAM,Larry Wood,B,,,0,0,0,,,Northwestern
6,76,CHI,George Fleming,HB,23,1961,0,0,0,6,,Washington
6,77,BAL,Don Kern,HB,,,0,0,0,,,VMI
6,78,STL,Dale Evans,HB,21,1961,0,0,0,0,,Kansas St.
6,79,CLE,Frank Parker,DT,21,1969,0,0,1,18,15,Oklahoma St.
6,80,SFO,Mike McClellan,DB,21,1963,0,0,0,6,,Oklahoma
6,81,NYG,Greg Larson,C,21,1973,0,1,12,66,66,Minnesota
6,82,GNB,Lee Folkins,TE,22,1965,0,1,2,12,0,Washington
6,83,STL,Dick Thornton,QB,,,0,0,0,,,Northwestern
6,84,PHI,Ben Balme,G,,,0,0,0,,,Yale
7,85,MIN,Allan Ferrie,E,,,0,0,0,,,Wagner
7,86,DAL,Art Gilmore,B,,,0,0,0,,,Oregon St.
7,87,WAS,Jim Kerr,DB,22,1962,0,0,1,8,8,Penn St.
7,88,RAM,Bobby Smith,DB,23,1966,0,0,3,21,17,UCLA
7,89,CHI,Mike Pyle,C,22,1969,0,1,9,51,51,Yale
7,90,PIT,Dick Hoak,RB,21,1970,0,1,6,38,38,Penn St.
7,91,BAL,Ike Grimsley,HB,,,0,0,0,,,Michigan St.
7,92,STL,George Hultz,DT,22,1962,0,0,0,3,3,Southern Miss
7,93,SFO,Ray Purdin,B,,,0,0,0,,,Northwestern
7,94,STL,Al Bemiller,C,23,1969,0,1,9,39,,Syracuse
7,95,NYG,Jim Collier,TE,22,1963,0,0,0,0,0,Arkansas
7,96,GNB,Lewis Johnson,B,,,0,0,0,,,Florida A&M
7,97,CLE,Preston Powell,FB,24,1961,0,0,0,0,0,Grambling St.
7,98,PHI,Irv Cross,DB,22,1969,0,2,8,53,34,Northwestern
8,99,MIN,Paul Lindquist,DT,22,1961,0,0,0,1,,New Hampshire
8,100,DAL,Don Talbert,T,22,1971,0,0,5,27,6,Texas
8,101,WAS,Charlie Barnes,E,23,1961,0,0,0,0,,La-Monroe
8,102,RAM,Reggie Carolan,TE,21,1968,0,1,0,5,,Idaho
8,103,PIT,George Balthazar,T,,,0,0,0,,,Tennessee St.
8,104,CHI,Ed Ryan,B,,,0,0,0,,,Michigan St.
8,105,BAL,Paul Terhes,B,,,0,0,0,,,Bucknell
8,106,STL,Marshall Starks,DB,22,1964,0,0,0,6,,Illinois
8,107,DET,Larry Muff,E,,,0,0,0,,,Benedictine
8,108,SFO,Neill Plumley,T,,,0,0,0,,,Oregon
8,109,NYG,Allen Green,K,23,1961,0,0,0,1,,Mississippi
8,110,CLE,Fred Cox,K,22,1977,0,1,0,46,,Pittsburgh
8,111,CLE,John Frongillo,C,21,1966,0,0,0,12,,Baylor
8,112,PHI,Jim Beaver,DT,23,1962,0,0,0,0,0,Florida
