round,pick,team,name,pos,age,last_season,all_pro,pro_bowls,seasons_started,career_av,draft_av,college
1,1,PIT,Terry Bradshaw,QB,22,1983,1,3,13,107,107,Louisiana Tech
1,2,GNB,Mike McCoy,DT,22,1980,0,0,7,46,41,Notre Dame
1,3,CLE,Mike Phipps,QB,22,1981,0,0,5,40,32,Purdue
1,4,BOS,Phil Olsen,DT,22,1976,0,0,1,22,,Utah St.
1,5,BUF,Al Cowlings,DE,23,1979,0,0,5,29,15,USC
1,6,PHI,Steve Zabel,LB,22,1979,0,0,7,39,17,Oklahoma
1,7,CIN,Mike Reid,DT,23,1974,1,2,5,40,40,Penn St.
1,8,STL,Larry Stegent,RB,22,1971,0,0,0,0,0,Texas A&M
1,9,SFO,Cedrick Hardman,DE,21,1981,0,2,9,57,55,North Texas
1,10,NOR,Ken Burrough,WR,22,1981,0,2,9,66,1,Texas Southern
1,11,DEN,Bobby Anderson,RB,22,1975,0,0,2,20,20,Colorado
1,12,ATL,John Small,DT,23,1974,0,0,1,12,10,The Citadel
1,13,NYG,Jim Files,LB,22,1973,0,0,4,23,23,Oklahoma
1,14,HOU,Doug Wilkerson,G,23,1984,1,3,14,87,1,North Carolina Central
1,15,SDG,Walker Gillette,WR,23,1976,0,0,4,21,2,Richmond
1,16,GNB,Rich McGeorge,TE,21,1978,0,0,7,25,25,Elon
1,17,SFO,Bruce Taylor,DB,22,1977,0,1,8,45,45,Boston Univ.
1,18,BAL,Norm Bulaich,RB,23,1979,0,1,5,50,16,TCU
1,19,DET,Steve Owens,RB,22,1974,0,1,4,38,38,Oklahoma
1,20,NYJ,Steve Tannen,DB,22,1974,0,0,3,20,20,Florida
1,21,CLE,Bob McKay,T,22,1978,0,0,5,36,24,Texas
1,22,RAM,Jack Reynolds,LB,22,1984,0,2,11,76,59,Tennessee
1,23,DAL,Duane Thomas,RB,23,1974,0,0,1,22,18,West Texas A&M
1,24,OAK,Raymond Chester,TE,22,1981,0,4,10,52,29,Morgan St.
1,25,MIN,John Ward,G,22,1976,0,0,0,21,17,Oklahoma St.
1,26,KAN,Sid Smith,C,22,1974,0,0,0,11,9,USC
2,27,DAL,Bob Asher,T,22,1975,0,0,3,19,3,Vanderbilt
2,28,PIT,Ron Shanklin,WR,22,1976,0,1,5,37,37,North Texas
2,29,MIA,Jim Mandich,TE,22,1978,0,0,1,22,22,Michigan
2,30,BUF,Dennis Shaw,QB,23,1975,0,0,3,19,19,San Diego St.
2,31,HOU,Lee Brooks,DT,22,1976,0,0,2,17,7,Texas
2,32,CIN,Ron Carpenter,DT,22,1976,0,0,6,40,40,North Carolina St.
2,33,STL,Jim Corrigall,LB,,,0,0,0,,,Kent St.
2,34,PHI,Ray Jones,DB,22,1973,0,0,1,8,4,Southern
2,35,RAM,Donnie Williams,WR,22,1970,0,0,0,0,0,Prairie View A&M
2,36,CLE,Joe Jones,DE,22,1980,0,0,5,37,25,Tennessee St.
2,37,DEN,Alden Roche,DE,25,1978,0,0,6,41,2,Southern
2,38,STL,Chuck Hutchison,G,21,1975,0,0,1,14,6,Ohio St.
2,39,ATL,Art Malone,RB,22,1976,0,0,5,33,29,Arizona St.
2,40,HOU,Bill Dusenbery,RB,21,1970,0,0,0,0,,Johnson C. Smith
2,41,GNB,Al Matthews,DB,22,1977,0,0,6,32,29,Texas A&M-Kingsville
2,42,SDG,Tom Williams,DT,22,1971,0,0,2,7,7,UC Davis
2,43,WAS,Bill Brundige,DT,21,1977,0,0,5,43,43,Colorado
2,44,BAL,Jim Bailey,DT,22,1978,0,0,5,38,19,Kansas
2,45,DET,Ray Parson,T,23,1971,0,0,0,4,4,Minnesota
2,46,NYJ,Rich Caster,TE,21,1982,0,3,8,55,48,Jackson St.
2,47,CLE,Jerry Sherk,DT,22,1981,1,4,9,57,57,Oklahoma St.
2,48,SFO,John Isenbarger,RB,23,1973,0,0,0,5,5,Indiana
2,49,DAL,Margene Adkins,WR,23,1973,0,0,0,3,1,
2,50,OAK,Ted Koy,TE,22,1974,0,0,0,1,0,Texas
2,51,MIN,Bill Cappleman,QB,23,1973,0,0,0,0,0,Florida St.
2,52,KAN,Clyde Werner,LB,22,1976,0,0,0,13,13,Washington
3,53,PIT,Mel Blount,DB,22,1983,2,5,14,97,97,Southern
3,54,CHI,George Farmer,WR,22,1975,0,0,4,21,20,UCLA
3,55,MIA,Tim Foley,DB,22,1980,0,1,8,55,55,Purdue
3,56,BOS,Mike Ballou,LB,22,1970,0,0,0,2,2,UCLA
3,57,BUF,Jim Reilly,G,22,1971,0,0,1,6,6,Notre Dame
3,58,STL,Charlie Pittman,RB,22,1971,0,0,0,0,0,Penn St.
3,59,PHI,Lee Bouggess,RB,22,1973,0,0,2,12,12,Louisville
3,60,CIN,Chip Bennett,LB,,,0,0,0,,,Abilene Christian
3,61,KAN,Billy Bob Barnett,DE,,,0,0,0,,,Texas A&M
3,62,NOR,Clovis Swinney,DT,25,1971,0,0,0,4,3,Arkansas St.
3,63,DEN,John Kohler,T,,,0,0,0,,,South Dakota
3,64,ATL,Andy Maurer,G,21,1977,0,0,8,41,22,Oregon
3,65,ATL,Todd Snyder,WR,21,1972,0,0,1,3,3,Ohio
3,66,DAL,Charlie Waters,DB,21,1981,0,3,9,70,70,Clemson
3,67,BUF,Glenn Alexander,WR,23,1970,0,0,0,0,0,Grambling St.
3,68,GNB,Jim Carter,LB,21,1978,0,1,7,43,43,Minnesota
3,69,STL,Eric Harris,DB,,,0,0,0,,,Colorado
3,70,BAL,Jim O'Brien,WR,23,1973,0,0,1,10,9,Cincinnati
3,71,DET,Jim Mitchell,DE,21,1977,0,0,6,35,35,Virginia St.
3,72,NYJ,Dennis Onkotz,LB,22,1970,0,0,0,3,3,Penn St.
3,73,DAL,Steve Kiner,LB,23,1978,0,0,7,44,3,Tennessee
3,74,BAL,Ara Person,TE,21,1972,0,0,0,0,,Morgan St.
3,75,DAL,Denton Fox,DB,,,0,0,0,,,Texas Tech
3,76,OAK,Gerald Irons,LB,23,1979,0,0,7,50,36,MD-Eastern Shore
3,77,MIN,Chuck Burgoon,LB,,,0,0,0,,,North Park
3,78,KAN,David Hadley,DB,21,1971,0,0,0,5,5,Alcorn St.
4,79,CHI,Lynn Larson,T,22,1971,0,0,0,1,,Kansas St.
4,80,PIT,Ed George,T,24,1978,0,0,2,15,,Wake Forest
4,81,MIA,Curtis Johnson,DB,22,1978,0,0,9,52,52,Toledo
4,82,BUF,Jerry Gantt,T,21,1970,0,0,0,2,2,North Carolina Central
4,83,BOS,Eddie Ray,RB,23,1976,0,0,0,9,0,LSU
4,84,ATL,Paul Reed,T,,,0,0,0,,,Johnson C. Smith
4,85,CIN,Joe Stephen,G,,,0,0,0,,,Jackson St.
4,86,STL,Greg Lens,DT,25,1971,0,0,1,8,,Trinity (TX)
4,87,SFO,Vic Washington,RB,24,1976,0,1,4,32,26,Wyoming
4,88,NOR,Delles Howell,DB,22,1975,0,0,4,25,14,Grambling St.
4,89,DEN,Jerry Hendren,WR,22,1970,0,0,0,0,0,Idaho
4,90,PIT,Jim Evenson,RB,,,0,0,0,,,Oregon
4,91,STL,Don Parish,LB,22,1972,0,0,1,9,9,Stanford
4,92,HOU,Spike Jones,P,23,1977,0,0,0,11,3,Georgia
4,93,GNB,Ken Ellis,DB,22,1979,1,2,6,56,52,Southern
4,94,SDG,Bill Maddox,TE,,,0,0,0,,,Syracuse
4,95,BAL,Steve Smear,LB,,,0,0,0,,,Penn St.
4,96,GNB,Skip Butler,K,22,1977,0,0,0,13,,Texas-Arlington
4,97,NYG,Wes Grant,DE,23,1973,0,0,0,3,,UCLA
4,98,NYJ,John Ebersole,LB,21,1977,0,0,5,30,30,Penn St.
4,99,CLE,Ricky Stevenson,DB,22,1970,0,0,0,0,0,Arizona
4,100,CHI,Ross Brupbacher,LB,22,1976,0,0,3,29,29,Texas A&M
4,101,DAL,John Fitzgerald,C,22,1980,0,0,8,55,55,Boston Col.
4,102,OAK,Tony Cline,DE,22,1977,0,0,4,36,32,Miami (FL)
4,103,WAS,Paul Laaveg,G,21,1975,0,0,3,29,29,Iowa
4,104,CIN,Billie Hayes,DB,23,1972,0,0,0,2,,San Diego St.
5,105,PIT,Jon Staggers,WR,21,1975,0,0,2,18,2,Missouri
5,106,NOR,Glenn Cannon,DB,,,0,0,0,,,Mississippi
5,107,BOS,Bob Olson,LB,,,0,0,0,,,Notre Dame
5,108,NYJ,Cliff McClain,RB,22,1973,0,0,0,6,6,South Carolina St.
5,109,BUF,Steve Starnes,LB,,,0,0,0,,,Tampa
5,110,HOU,Ron Saul,G,22,1981,0,0,7,41,12,Michigan St.
5,111,STL,Tom Lloyd,T,,,0,0,0,,,Bowling Green
5,112,ATL,Bruce Van Ness,RB,,,0,0,0,,,Rutgers
5,113,SFO,Gary McArthur,T,,,0,0,0,,,USC
5,114,WAS,Manny Sistrunk,DT,23,1979,0,0,4,35,16,Ark-Pine Bluff
5,115,DEN,Bill McKoy,LB,22,1974,0,0,0,11,8,Purdue
5,116,ATL,Ken Mendenhall,C,22,1980,0,0,8,53,,Oklahoma
5,117,NYG,Claude Brumfield,G,,,0,0,0,,,Tennessee St.
5,118,HOU,Ed Duley,DT,,,0,0,0,,,Northern Arizona
5,119,SDG,Pettus Farrar,RB,,,0,0,0,,,Norfolk St.
5,120,GNB,Cecil Pryor,DE,,,0,0,0,,,Michigan
5,121,WAS,Danny Pierce,RB,22,1970,0,0,0,0,0,Memphis
5,122,BAL,Billy Newsome,DE,22,1977,0,0,6,44,23,Grambling St.
5,123,DET,Bob Parker,G,,,0,0,0,,,Memphis
5,124,NYJ,Gary Arthur,TE,22,1971,0,0,0,0,0,Miami (OH)
5,125,CLE,Steve Engel,RB,22,1970,0,0,0,0,0,Colorado
5,126,NOR,Steve Ramsey,QB,22,1976,0,0,2,23,0,North Texas
5,127,STL,Barry Pierson,DB,,,0,0,0,,,Michigan
5,128,OAK,Art Laster,T,22,1970,0,0,0,2,,MD-Eastern Shore
5,129,MIN,Greg Jones,RB,22,1971,0,0,0,3,,UCLA
5,130,KAN,Mike Oriard,C,22,1973,0,0,0,8,8,Notre Dame
6,131,PIT,Manuel Barrera,LB,,,0,0,0,,,Kansas St.
6,132,MIA,Dave Campbell,DE,,,0,0,0,,,Auburn
6,133,CHI,Bobby Cutburth,QB,,,0,0,0,,,Oklahoma St.
6,134,BUF,Ken Edwards,RB,,,0,0,0,,,Virginia Tech
6,135,BUF,Grant Guthrie,K,22,1971,0,0,0,3,3,Florida St.
6,136,STL,James Manuel,T,,,0,0,0,,,Toledo
6,137,CIN,Sandy Durko,DB,22,1974,0,0,2,15,7,USC
6,138,SFO,Rusty Clark,QB,,,0,0,0,,,Houston
6,139,CHI,Jeff Curchin,T,22,1972,0,0,0,5,5,Florida St.
6,140,NOR,Mel Easley,DB,,,0,0,0,,,Oregon St.
6,141,DEN,John Mosier,TE,22,1972,0,0,0,1,1,Kansas
6,142,NYG,Duane Miller,WR,,,0,0,0,,,Drake
6,143,ATL,Mack Herron,RB,22,1975,0,0,1,23,0,Kansas St.
