round,pick,team,name,pos,age,last_season,all_pro,pro_bowls,seasons_started,career_av,draft_av,college
1,1,STL,Sam Bradford,QB,22,2018,0,0,5,44,25,Oklahoma
1,2,DET,Ndamukong Suh,DT,23,2022,3,5,12,100,59,Nebraska
1,3,TAM,Gerald McCoy,DT,22,2021,1,6,10,69,65,Oklahoma
1,4,WAS,Trent Williams,T,22,2025,3,12,15,109,47,Oklahoma
1,5,KAN,Eric Berry,DB,21,2018,3,5,5,50,50,Tennessee
1,6,SEA,Russell Okung,T,21,2020,0,2,9,56,31,Oklahoma St.
1,7,CLE,Joe Haden,DB,21,2021,0,3,10,62,39,Florida
1,8,OAK,Rolando McClain,LB,21,2015,0,0,5,25,15,Alabama
1,9,BUF,C.J. Spiller,RB,23,2017,0,1,3,34,32,Clemson
1,10,JAX,Tyson Alualu,DT,23,2023,0,0,7,45,33,California
1,11,SFO,Anthony Davis,T,20,2016,0,0,4,31,31,Rutgers
1,12,SDG,Ryan Mathews,RB,22,2016,0,1,5,44,37,Fresno St.
1,13,PHI,Brandon Graham,DE,22,2025,0,1,6,59,59,Michigan
1,14,SEA,Earl Thomas,DB,21,2019,3,7,9,82,76,Texas
1,15,NYG,Jason Pierre-Paul,DE,21,2025,1,3,11,74,46,South Florida
1,16,TEN,Derrick Morgan,DE,21,2018,0,0,8,40,40,Georgia Tech
1,17,SFO,Mike Iupati,G,23,2020,1,4,10,67,42,Idaho
1,18,PIT,Maurkice Pouncey,C,21,2020,2,9,9,78,78,Florida
1,19,ATL,Sean Weatherspoon,LB,22,2017,0,0,2,22,22,Missouri
1,20,HOU,Kareem Jackson,DB,22,2024,0,0,12,52,30,Alabama
1,21,CIN,Jermaine Gresham,TE,22,2018,0,2,9,28,22,Oklahoma
1,22,DEN,Demaryius Thomas,WR,22,2019,0,5,8,69,65,Georgia Tech
1,23,GNB,Bryan Bulaga,T,21,2021,0,0,9,56,53,Iowa
1,24,DAL,Dez Bryant,WR,21,2020,1,3,7,61,61,Oklahoma St.
1,25,DEN,Tim Tebow,QB,23,2012,0,0,1,12,11,Florida
1,26,ARI,Dan Williams,DT,23,2016,0,0,6,29,20,Tennessee
1,27,NWE,Devin McCourty,DB,23,2022,0,2,13,71,71,Rutgers
1,28,MIA,Jared Odrick,DE,22,2016,0,0,3,29,20,Penn St.
1,29,NYJ,Kyle Wilson,DB,23,2015,0,0,2,16,14,Boise St.
1,30,DET,Jahvid Best,RB,21,2011,0,0,2,13,13,California
1,31,IND,Jerry Hughes,DE,22,2024,0,0,9,68,3,TCU
1,32,NOR,Patrick Robinson,DB,23,2020,0,0,1,25,15,Florida St.
2,33,STL,Rodger Saffold,T,22,2022,0,2,11,71,41,Indiana
2,34,MIN,Chris Cook,DB,23,2014,0,0,2,10,10,Virginia
2,35,TAM,Brian Price,DT,21,2011,0,0,1,4,4,UCLA
2,36,KAN,Dexter McCluster,WR,21,2016,0,1,1,21,17,Mississippi
2,37,PHI,Nate Allen,DB,22,2017,0,0,5,29,25,South Florida
2,38,CLE,T.J. Ward,DB,23,2017,0,3,7,41,24,Oregon
2,39,TAM,Arrelious Benn,WR,21,2017,0,0,2,8,7,Illinois
2,40,MIA,Koa Misi,LB,23,2016,0,0,6,30,30,Utah
2,41,BUF,Torell Troup,DT,21,2011,0,0,0,2,2,Central Florida
2,42,NWE,Rob Gronkowski,TE,21,2021,4,5,11,78,70,Arizona
2,43,BAL,Sergio Kindle,LB,22,2012,0,0,0,0,0,Texas
2,44,OAK,Lamarr Houston,DE,23,2017,0,0,5,31,25,Texas
2,45,DEN,Zane Beadles,G,23,2018,0,1,7,53,32,Utah
2,46,NYG,Linval Joseph,DT,21,2024,0,2,11,70,16,East Carolina
2,47,ARI,Daryl Washington,LB,23,2013,0,1,4,34,34,TCU
2,48,CAR,Jimmy Clausen,QB,22,2015,0,0,1,3,0,Notre Dame
2,49,SFO,Taylor Mays,DB,22,2015,0,0,0,9,3,USC
2,50,KAN,Javier Arenas,DB,22,2014,0,0,1,9,8,Alabama
2,51,MIN,Toby Gerhart,RB,23,2015,0,0,0,16,13,Stanford
2,52,PIT,Jason Worilds,DE,22,2014,0,0,2,22,22,Virginia Tech
2,53,NWE,Jermaine Cunningham,LB,22,2013,0,0,1,8,8,Florida
2,54,CIN,Carlos Dunlap,DE,21,2022,0,2,7,67,62,Florida
2,55,DAL,Sean Lee,LB,24,2020,1,2,7,53,53,Penn St.
2,56,GNB,Mike Neal,DE,23,2015,0,0,2,17,17,Purdue
2,57,BAL,Terrence Cody,DT,22,2014,0,0,1,14,14,Alabama
2,58,HOU,Ben Tate,RB,22,2014,0,0,0,14,13,Auburn
2,59,CLE,Montario Hardesty,RB,23,2012,0,0,0,4,4,Tennessee
2,60,SEA,Golden Tate,WR,22,2020,0,1,7,58,17,Notre Dame
2,61,NYJ,Vlad Ducasse,T,22,2018,0,0,4,21,3,Massachusetts
2,62,NWE,Brandon Spikes,LB,23,2016,0,0,5,25,19,Florida
2,63,IND,Pat Angerer,LB,23,2013,0,0,3,18,18,Iowa
2,64,NOR,Charles Brown,T,23,2015,0,0,1,15,15,USC
3,65,STL,Jerome Murphy,DB,23,2013,0,0,0,3,2,South Florida
3,66,DET,Amari Spievey,DB,22,2012,0,0,2,11,11,Iowa
3,67,TAM,Myron Lewis,DB,22,2012,0,0,0,1,1,Vanderbilt
3,68,KAN,Jon Asamoah,G,22,2014,0,0,4,21,13,Illinois
3,69,OAK,Jared Veldheer,T,23,2020,0,0,8,45,20,Hillsdale
3,70,BAL,Ed Dickson,TE,23,2018,0,0,7,16,9,Oregon
3,71,GNB,Morgan Burnett,DB,21,2019,0,0,8,32,30,Georgia Tech
3,72,BUF,Alex Carrington,DE,23,2015,0,0,1,7,6,Arkansas St.
3,73,MIA,John Jerry,T,24,2019,0,0,6,40,17,Mississippi
3,74,JAX,D'Anthony Smith,DT,22,2015,0,0,0,1,1,Louisiana Tech
3,75,CHI,Major Wright,DB,22,2016,0,0,3,20,17,Florida
3,76,NYG,Chad Jones,DB,,,0,0,0,,,LSU
