round,pick,team,name,pos,age,last_season,all_pro,pro_bowls,seasons_started,career_av,draft_av,college
1,1,LAR,Jared Goff,QB,21,2025,0,5,9,106,44,California
1,2,PHI,Carson Wentz,QB,23,2025,0,1,6,63,43,North Dakota St.
1,3,SDG,Joey Bosa,DE,21,2025,0,5,7,62,56,Ohio St.
1,4,DAL,Ezekiel Elliott,RB,21,2024,1,3,7,68,65,Ohio St.
1,5,JAX,Jalen Ramsey,CB,21,2025,3,8,10,84,28,Florida St.
1,6,BAL,Ronnie Stanley,T,22,2025,1,2,8,64,64,Notre Dame
1,7,SFO,DeForest Buckner,DE,22,2025,1,3,9,76,34,Oregon
1,8,TEN,Jack Conklin,T,22,2025,2,0,6,55,30,Michigan St.
1,9,CHI,Leonard Floyd,OLB,23,2025,0,0,10,63,21,Georgia
1,10,NYG,Eli Apple,CB,21,2025,0,0,5,28,9,Ohio St.
1,11,TAM,Vernon Hargreaves III,CB,21,2021,0,0,4,18,10,Florida
1,12,NOR,Sheldon Rankins,DT,22,2025,0,0,6,41,15,Louisville
1,13,MIA,Laremy Tunsil,T,22,2025,0,5,9,60,12,Mississippi
1,14,OAK,Karl Joseph,S,22,2021,0,0,4,16,14,West Virginia
1,15,CLE,Corey Coleman,WR,22,2018,0,0,2,6,5,Baylor
1,16,DET,Taylor Decker,T,23,2025,0,1,9,59,59,Ohio St.
1,17,ATL,Keanu Neal,S,21,2023,0,1,3,25,17,Florida
1,18,IND,Ryan Kelly,C,23,2025,0,4,9,56,54,Alabama
1,19,BUF,Shaq Lawson,DE,22,2024,0,0,1,24,15,Clemson
1,20,NYJ,Darron Lee,OLB,21,2020,0,0,3,19,17,Ohio St.
1,21,HOU,Will Fuller,WR,22,2021,0,0,5,24,24,Notre Dame
1,22,WAS,Josh Doctson,WR,23,2019,0,0,2,9,9,TCU
1,23,MIN,Laquon Treadwell,WR,21,2025,0,0,2,8,5,Mississippi
1,24,CIN,William Jackson III,CB,23,2022,0,0,4,19,15,Houston
1,25,PIT,Artie Burns,CB,21,2024,0,0,1,17,14,Miami (FL)
1,26,DEN,Paxton Lynch,QB,22,2017,0,0,0,2,2,Memphis
1,27,GNB,Kenny Clark,DT,20,2025,0,3,9,63,60,UCLA
1,28,SFO,Joshua Garnett,G,22,2020,0,0,1,5,5,Stanford
1,29,ARI,Robert Nkemdiche,DT,21,2021,0,0,0,6,5,Mississippi
1,30,CAR,Vernon Butler,DT,22,2022,0,0,2,13,8,Louisiana Tech
1,31,SEA,Germain Ifedi,G,22,2024,0,0,4,38,29,Texas A&M
2,32,CLE,Emmanuel Ogbah,DE,22,2025,0,0,6,43,14,Oklahoma St.
2,33,TEN,Kevin Dodd,DE,24,2017,0,0,0,2,2,Clemson
2,34,DAL,Jaylon Smith,OLB,21,2023,0,1,4,37,32,Notre Dame
2,35,SDG,Hunter Henry,TE,21,2025,0,0,8,37,15,Arkansas
2,36,JAX,Myles Jack,OLB,21,2023,0,0,7,42,36,UCLA
2,37,KAN,Chris Jones,DT,22,2025,3,7,10,96,96,Mississippi St.
2,38,MIA,Xavien Howard,CB,23,2025,1,4,7,58,56,Baylor
2,39,TAM,Noah Spence,DE,22,2021,0,0,0,5,5,Eastern Kentucky
2,40,NYG,Sterling Shepard,WR,23,2025,0,0,5,32,26,Oklahoma
2,41,BUF,Reggie Ragland,ILB,22,2022,0,0,3,22,,Alabama
2,42,BAL,Kamalei Correa,DE,22,2020,0,0,1,11,3,Boise St.
2,43,TEN,Austin Johnson,NT,22,2025,0,0,3,29,8,Penn St.
2,44,OAK,Jihad Ward,DE,22,2025,0,0,4,25,6,Illinois
2,45,TEN,Derrick Henry,RB,22,2025,1,5,7,85,59,Alabama
2,46,DET,A'Shawn Robinson,DT,21,2025,0,0,7,40,17,Alabama
2,47,NOR,Michael Thomas,WR,23,2023,2,3,4,60,60,Ohio St.
2,48,GNB,Jason Spriggs,T,22,2021,0,0,0,9,8,Indiana
2,49,SEA,Jarran Reed,DT,23,2025,0,0,8,48,37,Alabama
2,50,HOU,Nick Martin,G,23,2022,0,0,4,29,27,Notre Dame
2,51,NYJ,Christian Hackenberg,QB,21,,0,0,0,,,Penn St.
2,52,ATL,Deion Jones,OLB,21,2025,0,1,5,43,39,LSU
2,53,WAS,Su'a Cravens,OLB,21,2018,0,0,0,5,4,USC
2,54,MIN,Mackensie Alexander,CB,22,2022,0,0,1,12,8,Clemson
2,55,CIN,Tyler Boyd,WR,21,2024,0,0,5,48,46,Pittsburgh
2,56,CHI,Cody Whitehair,G,24,2024,0,1,8,43,42,Kansas St.
2,57,IND,T.J. Green,S,21,2021,0,0,0,6,5,Clemson
2,58,PIT,Sean Davis,CB,22,2021,0,0,3,18,18,Maryland
2,59,TAM,Roberto Aguayo,K,22,2016,0,0,0,0,0,Florida St.
2,60,NWE,Cyrus Jones,CB,22,2019,0,0,0,4,1,Alabama
2,61,NOR,Vonn Bell,S,21,2024,0,0,7,37,12,Ohio St.
2,62,CAR,James Bradberry,CB,23,2023,0,1,8,46,16,Samford
2,63,DEN,Adam Gotsis,DT,23,2025,0,0,3,28,15,Georgia Tech
3,64,TEN,Kevin Byard,S,23,2025,3,3,9,66,49,Middle Tenn. St.
3,65,CLE,Carl Nassib,DE,23,2022,0,0,1,20,7,Penn St.
3,66,SDG,Max Tuerk,C,22,2017,0,0,0,0,,USC
3,67,DAL,Maliek Collins,DT,21,2025,0,0,10,51,23,Nebraska
3,68,SFO,Will Redmond,CB,22,2022,0,0,0,3,,Mississippi St.
3,69,JAX,Yannick Ngakoue,DE,21,2024,0,1,8,50,32,Maryland
3,70,BAL,Bronson Kaufusi,DE,25,2019,0,0,0,2,1,BYU
3,71,NYG,Darian Thompson,S,22,2021,0,0,1,12,6,Boise St.
3,72,CHI,Jonathan Bullard,DT,22,2025,0,0,3,28,6,Florida
3,73,MIA,Kenyan Drake,RB,22,2023,0,0,2,33,15,Alabama
3,74,KAN,KeiVarae Russell,CB,22,2021,0,0,0,2,,Notre Dame
3,75,OAK,Shilique Calhoun,DE,24,2020,0,0,0,5,2,Michigan St.
3,76,CLE,Shon Coleman,T,24,2017,0,0,1,6,6,Auburn
3,77,CAR,Daryl Worley,CB,21,2024,0,0,4,22,11,West Virginia
3,78,NWE,Joe Thuney,G,23,2025,3,4,10,84,32,North Carolina St.
3,79,PHI,Isaac Seumalo,G,22,2025,0,1,7,39,23,Oregon St.
3,80,BUF,Adolphus Washington,DT,21,2018,0,0,2,9,9,Ohio St.
3,81,ATL,Austin Hooper,TE,21,2025,0,2,5,33,18,Stanford
3,82,IND,Le'Raven Clark,T,23,2022,0,0,0,12,10,Texas Tech
3,83,NYJ,Jordan Jenkins,OLB,22,2021,0,0,5,29,28,Georgia
3,84,WAS,Kendall Fuller,CB,21,2024,0,0,6,34,26,Virginia Tech
3,85,HOU,Braxton Miller,WR,23,2017,0,0,1,2,2,Ohio St.
3,86,MIA,Leonte Carroo,WR,22,2018,0,0,0,2,2,Rutgers
3,87,CIN,Nick Vigil,ILB,23,2024,0,0,4,27,17,Utah St.
3,88,GNB,Kyler Fackrell,OLB,24,2021,0,0,1,16,9,Utah St.
3,89,PIT,Javon Hargrave,DT,23,2025,0,2,9,59,20,South Carolina St.
3,90,SEA,C.J. Prosise,RB,22,2020,0,0,0,5,5,Notre Dame
3,91,NWE,Jacoby Brissett,QB,23,2025,0,0,4,42,2,North Carolina St.
3,92,ARI,Brandon Williams,CB,23,2020,0,0,0,4,4,Texas A&M
3,93,CLE,Cody Kessler,QB,23,2018,0,0,1,5,3,USC
3,94,SEA,Nick Vannett,TE,23,2025,0,0,3,7,4,Ohio St.
3,95,DET,Graham Glasgow,C,24,2025,0,0,8,48,41,Michigan
3,96,NWE,Vincent Valentine,DT,22,2018,0,0,0,2,2,Nebraska
3,97,SEA,Rees Odhiambo,G,23,2018,0,0,0,4,4,Boise St.
3,98,DEN,Justin Simmons,S,22,2024,0,2,8,60,56,Boston Col.
4,99,CLE,Joe Schobert,OLB,22,2022,0,1,5,37,25,Wisconsin
4,100,OAK,Connor Cook,QB,23,2016,0,0,0,0,0,Michigan St.
4,101,DAL,Charles Tapper,DE,23,2017,0,0,0,0,0,Oklahoma
4,102,SDG,Joshua Perry,ILB,22,2017,0,0,0,1,1,Ohio St.
4,103,JAX,Sheldon Day,DT,22,2025,0,0,0,9,2,Notre Dame
4,104,BAL,Tavon Young,CB,22,2021,0,0,1,14,14,Temple
4,105,KAN,Parker Ehinger,G,23,2021,0,0,0,4,3,Cincinnati
4,106,KAN,Eric Murray,CB,22,2025,0,0,5,25,5,Minnesota
4,107,BAL,Chris Moore,WR,23,2025,0,0,0,14,4,Cincinnati
4,108,TAM,Ryan Smith,CB,23,2022,0,0,0,8,8,North Carolina Central
4,109,NYG,B.J. Goodson,OLB,23,2021,0,0,4,20,9,Clemson
4,110,LAR,Tyler Higbee,TE,23,2025,0,0,8,31,31,Western Kentucky
4,111,DET,Miles Killebrew,S,23,2025,1,2,0,18,5,Southern Utah
4,112,NWE,Malcolm Mitchell,WR,24,2016,0,0,0,4,4,Georgia
4,113,CHI,Nick Kwiatkoski,ILB,23,2022,0,0,1,20,14,West Virginia
4,114,CLE,Ricardo Louis,WR,22,2017,0,0,1,3,3,Auburn
4,115,ATL,De'Vondre Campbell,OLB,23,2024,1,0,9,51,20,Minnesota
4,116,IND,Hassan Ridgeway,DT,21,2023,0,0,0,13,5,Texas
4,117,LAR,Pharoh Cooper,WR,21,2022,1,1,0,6,3,South Carolina
4,118,NYJ,Juston Burris,CB,23,2022,0,0,2,14,3,North Carolina St.
4,119,HOU,Tyler Ervin,RB,22,2020,0,0,0,2,0,San Jose St.
4,120,NOR,David Onyemata,DT,23,2025,0,0,7,48,31,Manitoba
4,121,MIN,Willie Beavers,T,22,2016,0,0,0,0,0,Western Michigan
4,122,CIN,Andrew Billings,NT,21,2025,0,0,6,33,14,Baylor
4,123,PIT,Jerald Hawkins,T,22,2020,0,0,0,2,2,LSU
4,124,CHI,Deon Bush,S,23,2024,0,0,0,8,7,Miami (FL)
4,125,IND,Antonio Morrison,ILB,21,2018,0,0,2,13,9,Florida
4,126,KAN,Demarcus Robinson,WR,21,2025,0,0,3,27,13,Florida
4,127,CHI,Deiondre' Hall,CB,22,2018,0,0,0,2,1,Northern Iowa
4,128,ARI,Evan Boehm,C,23,2019,0,0,1,12,6,Missouri
4,129,CLE,Derrick Kindred,S,22,2018,0,0,1,8,8,TCU
4,130,BAL,Alex Lewis,T,24,2020,0,0,2,14,8,Nebraska
4,131,GNB,Blake Martinez,LB,22,2023,0,0,5,38,29,Stanford
4,132,BAL,Willie Henry,DT,22,2020,0,0,0,4,4,Michigan
4,133,SFO,Rashard Robinson,CB,21,2021,0,0,0,9,6,LSU
4,134,BAL,Kenneth Dixon,RB,22,2018,0,0,0,5,5,Louisiana Tech
4,135,DAL,Dak Prescott,QB,23,2025,0,4,9,104,104,Mississippi St.
4,136,DEN,Devontae Booker,RB,24,2021,0,0,0,19,11,Utah
4,137,GNB,Dean Lowry,DE,22,2024,0,0,6,38,35,Northwestern
4,138,CLE,Seth Devalve,TE,23,2020,0,0,0,6,5,Princeton
4,139,BUF,Cardale Jones,QB,23,2016,0,0,0,0,0,Ohio St.
5,140,TEN,Tajae Sharpe,WR,21,2021,0,0,3,12,11,Massachusetts
5,141,CAR,Zack Sanchez,CB,22,2016,0,0,0,1,1,Oklahoma
5,142,SFO,Ronald Blair,DE,23,2021,0,0,0,7,6,Appalachian St.
5,143,OAK,DeAndre Washington,RB,23,2020,0,0,0,12,11,Texas Tech
5,144,DEN,Connor McGovern,G,23,2024,0,0,5,29,14,Missouri
5,145,SFO,John Theus,T,22,2016,0,0,0,1,1,Georgia
5,146,BAL,Matt Judon,DE,24,2025,0,4,7,63,30,Grand Valley St.
5,147,SEA,Quinton Jefferson,DT,23,2025,0,0,4,29,12,Maryland
5,148,TAM,Caleb Benenoch,T,22,2021,0,0,1,12,12,UCLA
5,149,NYG,Paul Perkins,RB,21,2019,0,0,0,5,5,UCLA
5,150,CHI,Jordan Howard,RB,21,2022,0,1,3,27,22,Indiana
5,151,DET,Joe Dahl,G,23,2020,0,0,1,11,11,Washington St.
5,152,WAS,Matthew Ioannidis,DT,22,2022,0,0,3,25,19,Temple
5,153,PHI,Wendell Smallwood,RB,22,2021,0,0,1,10,9,West Virginia
5,154,CLE,Jordan Payton,WR,23,2016,0,0,0,0,0,UCLA
5,155,IND,Joe Haeg,T,23,2022,0,0,2,22,19,North Dakota St.
5,156,BUF,Jonathan Williams,RB,22,2023,0,0,0,5,1,Arkansas
