round,pick,team,name,pos,age,last_season,all_pro,pro_bowls,seasons_started,career_av,draft_av,college
1,1,DAL,Too Tall Jones,DE,23,1989,1,3,14,94,94,Tennessee St.
1,2,SDG,Bo Matthews,RB,22,1981,0,0,3,13,12,Colorado
1,3,NYG,John Hicks,G,23,1977,0,0,4,20,20,Ohio St.
1,4,CHI,Waymond Bryant,LB,22,1977,0,0,4,25,25,Tennessee St.
1,5,BAL,John Dutton,DT,23,1987,1,3,11,72,36,Nebraska
1,6,NYJ,Carl Barzilauskas,DT,23,1979,0,0,5,24,16,Indiana
1,7,STL,J.V. Cain,TE,23,1977,0,0,2,12,12,Colorado
1,8,DET,Ed O'Neil,LB,21,1980,0,0,4,32,28,Penn St.
1,9,SFO,Wilbur Jackson,RB,22,1982,0,0,5,40,34,Alabama
1,10,SFO,Bill Sandifer,DT,22,1978,0,0,2,13,10,UCLA
1,11,RAM,John Cappelletti,RB,22,1983,0,0,5,34,27,Penn St.
1,12,GNB,Barty Smith,RB,22,1980,0,0,2,20,20,Richmond
1,13,NOR,Rick Middleton,LB,22,1978,0,0,1,16,9,Ohio St.
1,14,DEN,Randy Gradishar,LB,22,1983,2,7,9,88,88,Ohio St.
1,15,SDG,Don Goode,LB,23,1981,0,0,6,35,27,Kansas
1,16,KAN,Woody Green,RB,23,1976,0,0,3,16,16,Arizona St.
1,17,MIN,Fred McNeill,LB,22,1985,0,0,8,54,54,UCLA
1,18,BUF,Reuben Gant,TE,22,1980,0,0,3,16,16,Oklahoma St.
1,19,OAK,Henry Lawrence,T,22,1986,0,2,10,65,65,Florida A&M
1,20,CHI,Dave Gallagher,DE,22,1979,0,0,4,19,6,Michigan
1,21,PIT,Lynn Swann,WR,22,1982,1,3,8,62,62,USC
1,22,DAL,Charley Young,RB,21,1976,0,0,0,10,10,North Carolina St.
1,23,CIN,Bill Kollar,DE,21,1981,0,0,2,30,7,Montana St.
1,24,BAL,Roger Carr,WR,22,1983,0,1,7,50,48,Louisiana Tech
1,25,MIN,Steve Riley,T,21,1984,0,0,8,52,52,USC
1,26,MIA,Don Reese,DT,23,1981,0,0,3,23,13,Jackson St.
2,27,BUF,Doug Allen,LB,22,1975,0,0,2,6,6,Penn St.
2,28,NYG,Tom Mullen,G,22,1978,0,0,3,18,15,Missouri State
2,29,MIN,John Holland,WR,22,1977,0,0,1,7,1,Tennessee St.
2,30,NWE,Steve Corbett,G,23,1975,0,0,0,3,3,Boston Col.
2,31,NYJ,Gordie Browne,T,22,1975,0,0,0,7,7,Boston Col.
2,32,BAL,Fred Cook,DE,22,1980,0,0,7,44,44,Southern Miss
2,33,STL,Greg Kindle,G,23,1977,0,0,1,9,6,Tennessee St.
2,34,NWE,Steve Nelson,LB,23,1987,0,3,13,68,68,North Dakota St.
2,35,SFO,Keith Fahnhorst,T,22,1987,1,1,10,74,74,Minnesota
2,36,NOR,Paul Seal,TE,22,1979,0,0,2,14,8,Michigan
2,37,BAL,Ed Shuttlesworth,RB,,,0,0,0,,,Michigan
2,38,MIA,Andre Tillman,TE,21,1978,0,0,4,11,11,Texas Tech
2,39,DET,Billy Howard,DE,24,1976,0,0,2,13,13,Alcorn St.
2,40,CLE,Billy Corbett,T,,,0,0,0,,,Johnson C. Smith
2,41,KAN,Charlie Getty,T,22,1983,0,0,7,44,42,Penn St.
2,42,DEN,Carl Wafer,DE,23,1974,0,0,0,1,,Tennessee St.
2,43,SDG,Mark Markovich,C,21,1977,0,0,0,9,6,Penn St.
