round,pick,team,name,pos,age,last_season,all_pro,pro_bowls,seasons_started,career_av,draft_av,college
1,1,NWE,Kenneth Sims,DE,22,1989,0,0,5,31,31,Texas
1,2,BAL,Johnie Cooks,LB,23,1991,0,0,7,40,29,Mississippi St.
1,3,CLE,Chip Banks,LB,22,1992,1,4,10,73,52,USC
1,4,BAL,Art Schlichter,QB,22,1985,0,0,0,4,4,Ohio St.
1,5,CHI,Jim McMahon,QB,23,1996,0,1,9,57,42,BYU
1,6,SEA,Jeff Bryant,DE,22,1993,0,0,12,68,68,Clemson
1,7,MIN,Darrin Nelson,RB,23,1992,0,0,6,48,44,Stanford
1,8,HOU,Mike Munchak,G,22,1993,2,9,11,93,93,Penn St.
1,9,ATL,Gerald Riggs,RB,21,1991,0,3,5,55,47,Arizona St.
1,10,RAI,Marcus Allen,RB,22,1997,2,6,12,104,85,USC
1,11,KAN,Anthony Hancock,WR,22,1986,0,0,0,11,11,Tennessee
1,12,PIT,Walter Abercrombie,RB,22,1988,0,0,4,32,32,Baylor
1,13,NOR,Lindsay Scott,WR,21,1985,0,0,1,9,9,Georgia
1,14,RAM,Barry Redden,RB,22,1990,0,0,1,15,14,Richmond
1,15,DET,Jimmy Williams,LB,21,1993,0,0,10,49,39,Nebraska
1,16,STL,Luis Sharpe,T,22,1994,0,3,13,75,75,UCLA
1,17,TAM,Sean Farrell,G,22,1992,0,0,8,42,23,Penn St.
1,18,NYG,Butch Woolfolk,RB,22,1988,0,0,4,26,13,Michigan
1,19,BUF,Perry Tuttle,WR,23,1984,0,0,0,4,4,Clemson
1,20,PHI,Mike Quick,WR,23,1990,2,5,6,45,45,North Carolina St.
1,21,DEN,Gerald Willhite,RB,23,1988,0,0,1,26,26,San Jose St.
1,22,GNB,Ron Hallstrom,G,23,1993,0,0,9,50,47,Iowa
1,23,NYJ,Bob Crable,LB,22,1987,0,0,3,21,21,Notre Dame
1,24,MIA,Roy Foster,G,22,1993,0,2,8,70,53,USC
1,25,DAL,Rod Hill,DB,23,1987,0,0,0,6,3,Kentucky St.
1,26,CIN,Glen Collins,DE,23,1987,0,0,0,8,8,Mississippi St.
1,27,NWE,Lester Williams,NT,23,1987,0,0,1,13,13,Miami (FL)
