round,pick,team,name,pos,age,last_season,all_pro,pro_bowls,seasons_started,career_av,draft_av,college
1,1,TAM,Ricky Bell,RB,22,1982,0,0,4,24,24,USC
1,2,DAL,Tony Dorsett,RB,23,1988,1,4,11,107,104,Pittsburgh
1,3,CIN,Eddie Edwards,DE,23,1988,0,0,11,59,59,Miami (FL)
1,4,NYJ,Marvin Powell,T,22,1987,3,5,9,78,76,USC
1,5,NYG,Gary Jeter,DE,22,1989,0,0,3,35,27,USC
1,6,ATL,Warren Bryant,T,21,1984,0,0,7,37,37,Kentucky
1,7,NOR,Joe Campbell,DE,22,1981,0,0,1,12,11,Maryland
1,8,CIN,Wilson Whitley,DT,22,1982,0,0,6,33,33,Houston
1,9,GNB,Mike Butler,DE,23,1985,0,0,6,38,38,Kansas
1,10,KAN,Gary Green,DB,21,1985,0,4,9,64,47,Baylor
1,11,HOU,Morris Towns,T,23,1984,0,0,4,30,30,Missouri
1,12,BUF,Phil Dokes,DT,22,1978,0,0,1,5,5,Oklahoma St.
1,13,MIA,A.J. Duhe,LB,21,1984,0,1,7,48,48,LSU
1,14,SEA,Steve August,T,23,1984,0,0,6,46,45,Tulsa
1,15,CHI,Ted Albrecht,T,22,1981,0,0,5,26,26,California
1,16,NWE,Raymond Clayborn,DB,22,1991,0,3,13,77,76,Texas
1,17,CLE,Robert Jackson,LB,23,1982,0,0,2,16,16,Texas A&M
1,18,DEN,Steve Schindler,G,23,1978,0,0,0,4,4,Boston Col.
1,19,STL,Steve Pisarkiewicz,QB,23,1980,0,0,0,2,2,Missouri
1,20,ATL,Wilson Faumuina,DT,23,1981,0,0,1,17,17,San Jose St.
1,21,PIT,Robin Cole,LB,21,1988,0,1,8,62,60,New Mexico
1,22,CIN,Mike Cobb,TE,21,1981,0,0,1,1,0,Michigan St.
1,23,RAM,Bob Brudzinski,LB,22,1989,0,0,11,60,16,Ohio St.
1,24,SDG,Bob Rush,C,22,1985,0,0,4,32,12,Memphis
1,25,NWE,Stanley Morgan,WR,22,1990,0,4,13,83,82,Tennessee
1,26,BAL,Randy Burke,WR,22,1981,0,0,0,4,4,Kentucky
1,27,MIN,Tommy Kramer,QB,22,1990,0,1,7,70,70,Rice
1,28,GNB,Ezra Johnson,DE,21,1991,0,1,6,48,44,Morris Brown
2,29,TAM,Dave Lewis,LB,22,1983,0,1,4,40,37,USC
2,30,SEA,Tom Lynch,G,22,1984,0,0,3,30,26,Boston Col.
2,31,RAM,Nolan Cromwell,DB,22,1987,3,4,9,71,71,Kansas
2,32,NYG,Johnny Perkins,WR,24,1983,0,0,3,24,24,Abilene Christian
2,33,NYJ,Wesley Walker,WR,22,1989,1,2,11,73,73,California
2,34,NOR,Mike Fultz,DT,23,1981,0,0,1,8,8,Nebraska
2,35,OAK,Mike Davis,DB,21,1987,0,0,6,37,36,Colorado
2,36,ATL,R.C. Thielemann,G,22,1988,1,3,10,66,53,Arkansas
2,37,KAN,Tony Reed,RB,22,1981,0,0,4,33,29,Colorado
2,38,HOU,George Reihner,G,22,1982,0,0,2,13,13,Penn St.
2,39,GNB,Greg Koch,T,22,1987,0,0,10,56,42,Arkansas
2,40,MIA,Bob Baumhower,NT,22,1986,1,5,9,85,85,Alabama
2,41,SEA,Terry Beeson,LB,21,1982,0,0,4,21,20,Kansas
2,42,DET,Walt Williams,DB,23,1983,0,0,2,19,15,New Mexico St.
2,43,CHI,Mike Spivey,DB,23,1982,0,0,0,11,9,Colorado
2,44,NWE,Horace Ivory,RB,23,1982,0,0,1,16,15,Oklahoma
2,45,DEN,Rob Lytle,RB,22,1983,0,0,1,16,16,Michigan
2,46,CLE,Tom Skladany,P,22,1983,0,1,0,12,,Ohio St.
2,47,STL,George Franklin,RB,23,1978,0,0,0,0,,Texas A&M-Kingsville
2,48,PIT,Sidney Thornton,RB,23,1982,0,0,1,15,15,Northwestern St. (LA)
2,49,CIN,Pete Johnson,RB,23,1984,0,1,7,52,52,Ohio St.
2,50,RAM,Billy Waddy,WR,23,1984,0,0,4,19,19,Colorado
2,51,SEA,Pete Cronan,LB,22,1985,0,0,0,7,4,Boston Col.
2,52,NWE,Don Hasselbeck,TE,22,1985,0,0,2,16,15,Colorado
2,53,BAL,Mike Ozdowski,DE,21,1981,0,0,2,10,10,Virginia
2,54,DAL,Glenn Carano,QB,21,1983,0,0,0,1,1,UNLV
2,55,MIN,Dennis Swilley,C,22,1987,0,0,7,51,51,Texas A&M
2,56,OAK,Ted McKnight,RB,23,1982,0,0,3,21,,Minnesota-Duluth
3,57,TAM,Charley Hannah,G,22,1988,0,0,9,46,24,Alabama
3,58,SEA,Dennis Boyd,DT,21,1982,0,0,1,14,14,Oregon St.
3,59,BUF,Curtis Brown,RB,22,1983,0,0,4,21,21,Missouri
3,60,PIT,Tom Beasley,DE,23,1986,0,0,3,27,25,Virginia Tech
3,61,CHI,Robin Earl,TE,22,1982,0,0,2,7,7,Washington
3,62,DAL,Tony Hill,WR,21,1986,0,3,9,68,68,Stanford
3,63,ATL,Edgar Fields,DT,23,1981,0,0,1,13,13,Texas A&M
3,64,NOR,Robert Watts,LB,23,1978,0,0,0,1,,Boston Col.
3,65,SFO,Elmo Boyd,WR,23,1978,0,0,0,1,1,Eastern Kentucky
3,66,HOU,Tim Wilson,FB,23,1984,0,0,4,18,18,Maryland
3,67,KAN,Tom Howard,LB,23,1985,0,0,6,43,36,Texas Tech
3,68,RAM,Ed Fulton,G,22,1979,0,0,0,2,1,Maryland
3,69,DET,Rick Kane,RB,22,1985,0,0,1,16,16,San Jose St.
3,70,HOU,Jimmie Giles,TE,22,1989,0,4,9,40,1,Alcorn St.
3,71,MIA,Mike Watson,T,,,0,0,0,,,Miami (OH)
3,72,NYJ,Tank Marshall,DT,22,1977,0,0,0,2,2,Texas A&M
3,73,BUF,John Kimbrough,WR,23,1977,0,0,0,2,2,St. Cloud St.
3,74,GNB,Rick Scribner,G,,,0,0,0,,,Idaho St.
3,75,PIT,Jim Smith,WR,22,1985,0,0,1,23,23,Michigan
3,76,CIN,Mike Voight,RB,23,1977,0,0,0,0,,North Carolina
3,77,SDG,Linden King,LB,22,1989,0,0,8,46,29,Colorado St.
3,78,STL,Kurt Allerman,LB,22,1985,0,0,5,25,17,Penn St.
3,79,RAM,Wendell Tyler,RB,22,1986,0,1,6,58,32,UCLA
3,80,STL,Terdell Middleton,RB,22,1983,0,1,2,20,,Memphis
3,81,DAL,Val Belcher,G,,,0,0,0,,,Houston
3,82,NWE,Sidney Brown,DB,21,1978,0,0,0,3,3,Oklahoma
3,83,MIN,Tom Hannon,DB,22,1984,0,0,7,42,42,Michigan St.
3,84,HOU,Rob Carpenter,RB,22,1986,0,0,6,41,21,Miami (OH)
4,85,CIN,Rick Walker,TE,22,1985,0,0,4,7,1,UCLA
4,86,BUF,Jimmy Dean,DE,22,1978,0,0,0,1,,Texas A&M
4,87,SEA,John Yarno,C,22,1982,0,0,5,35,35,Idaho
4,88,NYG,Mike Vaughan,T,,,0,0,0,,,Oklahoma
4,89,ATL,Allan Leavitt,K,21,1977,0,0,0,1,,Georgia
4,90,NYJ,Scott Dierking,RB,22,1984,0,0,4,29,29,Purdue
4,91,RAM,Vince Ferragamo,QB,23,1986,0,0,4,33,32,Nebraska
4,92,KAN,Mark Bailey,RB,22,1978,0,0,0,6,6,Long Beach St.
4,93,PIT,Ted Petersen,T,22,1987,0,0,2,24,22,Eastern Illinois
4,94,KAN,Tony Samuels,TE,22,1980,0,0,1,4,4,Bethune-Cookman
4,95,KAN,Darius Helton,G,22,1977,0,0,0,2,2,North Carolina Central
4,96,DET,Luther Blue,WR,22,1980,0,0,1,6,6,Iowa St.
4,97,WAS,Duncan McColl,DE,,,0,0,0,,,Stanford
4,98,HOU,Warren Anderson,WR,22,1978,0,0,0,0,0,West Virginia St.
4,99,PIT,Laverne Smith,RB,22,1977,0,0,0,1,1,Kansas
4,100,SFO,Stan Black,DB,21,1977,0,0,0,1,1,Mississippi St.
4,101,DEN,Bill Bryan,C,22,1988,0,0,10,57,57,Duke
4,102,CLE,Oliver Davis,DB,23,1982,0,0,3,19,17,Tennessee St.
4,103,CIN,Mike Wilson,T,22,1989,0,0,12,73,50,Georgia
4,104,KAN,Eric Harris,DB,22,1985,0,0,4,28,20,Memphis
4,105,CIN,Jerry Anderson,DB,23,1978,0,0,0,3,2,Oklahoma
4,106,PIT,Dan Audick,T,22,1984,0,0,2,18,,Hawaii
4,107,RAM,Eary Jones,DE,,,0,0,0,,,Memphis
4,108,DAL,Guy Brown,LB,22,1982,0,0,1,19,19,Houston
4,109,NWE,Gerald Skinner,T,22,1978,0,0,0,2,,Arkansas
4,110,CLE,Mickey Sims,DT,22,1979,0,0,2,12,12,South Carolina St.
4,111,SEA,Larry Seivers,WR,,,0,0,0,,,Tennessee
4,112,OAK,Mickey Marvin,G,21,1987,0,0,7,46,46,Tennessee
5,113,MIA,Mike Michel,P,23,1978,0,0,0,2,1,Stanford
5,114,DET,Ron Crosby,LB,22,1983,0,0,1,17,,Penn St.
5,115,BUF,Fred Besana,QB,,,0,0,0,,,California
5,116,NYJ,Perry Griggs,WR,22,1977,0,0,0,0,,Troy
5,117,NYG,Randy Dean,QB,22,1979,0,0,0,2,2,Northwestern
