round,pick,team,name,pos,age,last_season,all_pro,pro_bowls,seasons_started,career_av,draft_av,college
1,1,KAN,Eric Fisher,T,22,2021,0,2,8,62,56,Central Michigan
1,2,JAX,Luke Joeckel,T,21,2017,0,0,3,21,16,Texas A&M
1,3,MIA,Dion Jordan,DE,23,2020,0,0,0,9,3,Oregon
1,4,PHI,Lane Johnson,T,23,2025,2,6,12,89,89,Oklahoma
1,5,DET,Ezekiel Ansah,DE,24,2020,0,1,5,39,37,BYU
1,6,CLE,Barkevious Mingo,LB,22,2020,0,0,2,24,10,LSU
1,7,ARI,Jonathan Cooper,G,23,2018,0,0,2,16,7,North Carolina
1,8,STL,Tavon Austin,WR,23,2021,0,0,4,26,22,West Virginia
1,9,NYJ,Dee Milliner,DB,21,2015,0,0,1,6,6,Alabama
1,10,TEN,Chance Warmack,G,21,2018,0,0,3,22,20,Alabama
1,11,SDG,D.J. Fluker,T,22,2020,0,0,7,43,29,Alabama
1,12,OAK,D.J. Hayden,DB,23,2021,0,0,2,16,8,Houston
1,13,NYJ,Sheldon Richardson,DT,22,2021,0,1,8,61,32,Missouri
1,14,CAR,Star Lotulelei,DT,23,2021,0,0,7,48,28,Utah
1,15,NOR,Kenny Vaccaro,DB,22,2020,0,0,7,34,20,Texas
1,16,BUF,EJ Manuel,QB,23,2017,0,0,1,10,10,Florida St.
1,17,PIT,Jarvis Jones,LB,23,2016,0,0,1,17,17,Georgia
1,18,SFO,Eric Reid,DB,21,2019,0,1,7,33,26,LSU
1,19,NYG,Justin Pugh,T,23,2023,0,0,10,46,25,Syracuse
1,20,CHI,Kyle Long,G,24,2019,0,3,6,40,40,Oregon
1,21,CIN,Tyler Eifert,TE,22,2020,0,1,2,19,17,Notre Dame
1,22,ATL,Desmond Trufant,DB,22,2021,0,1,8,37,35,Washington
1,23,MIN,Sharrif Floyd,DT,21,2016,0,0,2,13,13,Florida
1,24,IND,Bjoern Werner,DE,23,2015,0,0,1,10,10,Florida St.
1,25,MIN,Xavier Rhodes,DB,23,2022,1,3,8,49,43,Florida St.
1,26,GNB,Datone Jones,DE,23,2020,0,0,0,10,9,UCLA
1,27,HOU,DeAndre Hopkins,WR,21,2025,3,5,10,84,54,Clemson
1,28,DEN,Sylvester Williams,DT,24,2020,0,0,4,29,22,North Carolina
1,29,MIN,Cordarrelle Patterson,WR,22,2024,4,4,4,42,16,Tennessee
1,30,STL,Alec Ogletree,LB,21,2021,0,0,7,52,37,Georgia
1,31,DAL,Travis Frederick,C,22,2019,1,5,6,60,60,Wisconsin
1,32,BAL,Matt Elam,DB,22,2016,0,0,2,12,12,Florida
2,33,JAX,Johnathan Cyprien,DB,23,2020,0,0,5,25,21,Florida International
2,34,TEN,Justin Hunter,WR,22,2018,0,0,1,9,7,Tennessee
2,35,PHI,Zach Ertz,TE,22,2025,0,3,9,57,40,Stanford
2,36,DET,Darius Slay,DB,22,2025,1,6,12,66,39,Mississippi St.
2,37,CIN,Giovani Bernard,RB,21,2022,0,0,2,42,41,North Carolina
2,38,SDG,Manti Te'o,LB,22,2020,0,0,4,20,14,Notre Dame
2,39,NYJ,Geno Smith,QB,22,2025,0,2,6,57,12,West Virginia
2,40,SFO,Tank Carradine,DE,23,2019,0,0,0,7,7,Florida St.
2,41,BUF,Robert Woods,WR,21,2024,0,0,10,59,15,USC
2,42,OAK,Menelik Watson,T,24,2017,0,0,2,9,7,Florida St.
2,43,TAM,Johnthan Banks,DB,23,2017,0,0,2,11,11,Mississippi St.
2,44,CAR,Kawann Short,DT,24,2020,0,2,5,41,41,Purdue
2,45,ARI,Kevin Minter,LB,22,2021,0,0,3,27,19,LSU
2,46,BUF,Kiko Alonso,LB,23,2019,0,0,4,33,10,Oregon
2,47,DAL,Gavin Escobar,TE,22,2017,0,0,0,2,2,San Diego St.
2,48,PIT,Le'Veon Bell,RB,21,2021,2,3,5,61,55,Michigan St.
2,49,NYG,Johnathan Hankins,DT,21,2024,0,0,10,50,17,Ohio St.
2,50,CHI,Jonathan Bostic,LB,22,2022,0,0,5,36,5,Florida
2,51,WAS,David Amerson,DB,21,2018,0,0,4,20,7,North Carolina St.
2,52,NWE,Jamie Collins,LB,23,2022,0,1,7,58,42,Southern Miss
2,53,CIN,Margus Hunt,DE,26,2021,0,0,1,18,4,SMU
2,54,MIA,Jamar Taylor,DB,22,2020,0,0,2,18,4,Boise St.
2,55,SFO,Vance McDonald,TE,23,2020,0,0,6,14,5,Rice
2,56,BAL,Arthur Brown,LB,20,2016,0,0,0,3,2,Kansas St.
2,57,HOU,D.J. Swearinger,DB,22,2020,0,0,5,28,8,South Carolina
2,58,DEN,Montee Ball,RB,22,2014,0,0,0,7,7,Wisconsin
2,59,NWE,Aaron Dobson,WR,22,2015,0,0,1,6,6,Marshall
2,60,ATL,Robert Alford,DB,24,2021,0,0,5,26,24,Southeastern Louisiana
2,61,GNB,Eddie Lacy,RB,23,2017,0,1,3,36,34,Alabama
2,62,SEA,Christine Michael,RB,22,2018,0,0,1,9,8,Texas A&M
3,63,KAN,Travis Kelce,TE,23,2025,4,11,12,94,94,Cincinnati
3,64,JAX,Dwayne Gratz,DB,23,2016,0,0,1,10,10,Connecticut
3,65,DET,Larry Warford,G,22,2019,0,3,7,52,22,Kentucky
3,66,OAK,Sio Moore,LB,23,2016,0,0,2,14,9,Connecticut
3,67,PHI,Bennie Logan,DT,23,2018,0,0,5,28,22,LSU
3,68,CLE,Leon McFadden,DB,22,2016,0,0,0,2,1,San Diego St.
3,69,ARI,Tyrann Mathieu,DB,21,2024,3,3,11,67,21,LSU
3,70,TEN,Blidi Wreh-Wilson,DB,23,2021,0,0,1,9,6,Connecticut
3,71,STL,T.J. McDonald,DB,22,2018,0,0,6,24,17,USC
3,72,NYJ,Brian Winters,G,22,2021,0,0,7,31,27,Kent St.
3,73,TAM,Mike Glennon,QB,23,2021,0,0,1,9,11,North Carolina St.
3,74,DAL,Terrance Williams,WR,23,2018,0,0,4,27,27,Baylor
3,75,NOR,Terron Armstead,T,22,2024,0,5,10,67,49,Ark-Pine Bluff
3,76,SDG,Keenan Allen,WR,21,2025,0,6,11,80,77,California
3,77,MIA,Dallas Thomas,T,23,2016,0,0,1,13,13,Tennessee
3,78,BUF,Marquise Goodwin,WR,22,2023,0,0,3,24,5,Texas
3,79,PIT,Markus Wheaton,WR,22,2018,0,0,2,13,13,Oregon St.
3,80,DAL,J.J. Wilcox,DB,22,2018,0,0,2,16,15,Georgia Southern
3,81,NYG,Damontre Moore,DE,20,2020,0,0,0,5,4,Texas A&M
3,82,NOR,John Jenkins,DT,24,2025,0,0,4,32,9,Georgia
3,83,NWE,Logan Ryan,DB,22,2023,0,0,7,41,14,Rutgers
3,84,CIN,Shawn Williams,DB,22,2021,0,0,4,25,24,Georgia
3,85,WAS,Jordan Reed,TE,23,2020,0,1,3,25,24,Florida
3,86,IND,Hugh Thornton,G,22,2015,0,0,3,16,16,Illinois
3,87,SEA,Jordan Hill,DT,22,2016,0,0,0,6,6,Penn St.
3,88,SFO,Corey Lemonier,DE,21,2016,0,0,0,4,3,Auburn
3,89,HOU,Brennan Williams,OL,22,,0,0,0,,,North Carolina
3,90,DEN,Kayvon Webster,DB,22,2019,0,0,1,9,4,South Florida
3,91,NWE,Duron Harmon,DB,22,2023,0,0,3,30,16,Rutgers
3,92,STL,Stedman Bailey,WR,22,2015,0,0,0,7,7,West Virginia
3,93,MIA,Will Davis,DB,23,2016,0,0,0,0,0,Utah St.
3,94,BAL,Brandon Williams,DT,24,2022,0,1,8,52,52,Missouri Southern
3,95,HOU,Sam Montgomery,DE,23,,0,0,0,,,LSU
3,96,KAN,Knile Davis,RB,21,2016,0,0,0,10,10,Arkansas
3,97,TEN,Zaviar Gooden,LB,23,2016,0,0,0,4,3,Missouri
4,98,PHI,Matt Barkley,QB,22,2023,0,0,1,5,1,USC
4,99,KAN,Nico Johnson,LB,23,2015,0,0,0,3,1,Alabama
4,100,TAM,Akeem Spence,DT,21,2022,0,0,4,27,14,Illinois
4,101,JAX,Ace Sanders,WR,21,2014,0,0,0,3,3,South Carolina
