round,pick,team,name,pos,age,last_season,all_pro,pro_bowls,seasons_started,career_av,draft_av,college
1,1,MIA,Jake Long,T,23,2016,1,4,6,54,46,Michigan
1,2,STL,Chris Long,DE,23,2018,0,0,6,48,40,Virginia
1,3,ATL,Matt Ryan,QB,23,2022,1,4,15,146,144,Boston Col.
1,4,OAK,Darren McFadden,RB,21,2017,0,0,4,39,32,Arkansas
1,5,KAN,Glenn Dorsey,DT,23,2016,0,0,7,37,26,LSU
1,6,NYJ,Vernon Gholston,DE,22,2010,0,0,0,6,6,Ohio St.
1,7,NOR,Sedrick Ellis,DT,23,2012,0,0,5,26,26,USC
1,8,JAX,Derrick Harvey,DE,21,2011,0,0,1,14,14,Florida
1,9,CIN,Keith Rivers,LB,22,2014,0,0,4,24,15,USC
1,10,NWE,Jerod Mayo,LB,22,2015,1,2,7,51,51,Tennessee
1,11,BUF,Leodis McKelvin,DB,23,2016,0,0,4,29,25,Troy
1,12,DEN,Ryan Clady,T,22,2016,2,4,7,65,63,Boise St.
1,13,CAR,Jonathan Stewart,RB,21,2018,0,1,5,48,48,Oregon
1,14,CHI,Chris Williams,T,23,2014,0,0,4,25,17,Vanderbilt
1,15,KAN,Branden Albert,G,23,2016,0,2,9,41,27,Virginia
1,16,ARI,Dominique Rodgers-Cromartie,DB,22,2019,0,2,7,53,18,Tennessee St.
1,17,DET,Gosder Cherilus,T,24,2016,0,0,8,48,27,Boston Col.
1,18,BAL,Joe Flacco,QB,23,2025,0,1,12,97,89,Delaware
1,19,CAR,Jeff Otah,T,22,2011,0,0,2,14,14,Pittsburgh
1,20,TAM,Aqib Talib,DB,22,2019,1,5,9,68,14,Kansas
1,21,ATL,Sam Baker,T,23,2013,0,0,3,32,32,USC
1,22,DAL,Felix Jones,RB,21,2013,0,0,1,27,26,Arkansas
1,23,PIT,Rashard Mendenhall,RB,21,2013,0,0,4,29,26,Illinois
1,24,TEN,Chris Johnson,RB,22,2017,1,3,7,70,61,East Carolina
1,25,DAL,Mike Jenkins,DB,23,2015,0,1,4,27,21,South Florida
1,26,HOU,Duane Brown,T,23,2023,1,5,15,91,56,Virginia Tech
1,27,SDG,Antoine Cason,DB,22,2014,0,0,4,27,20,Arizona
1,28,SEA,Lawrence Jackson,DE,23,2012,0,0,2,15,11,USC
1,29,SFO,Kentwan Balmer,DT,21,2011,0,0,1,7,2,North Carolina
1,30,NYJ,Dustin Keller,TE,23,2012,0,0,3,22,22,Purdue
1,31,NYG,Kenny Phillips,DB,21,2015,0,0,2,16,15,Miami (FL)
2,32,MIA,Phillip Merling,DE,23,2013,0,0,0,6,6,Clemson
2,33,STL,Donnie Avery,WR,24,2014,0,0,4,21,8,Houston
2,34,WAS,Devin Thomas,WR,21,2011,0,0,1,4,4,Michigan St.
2,35,KAN,Brandon Flowers,DB,22,2016,0,1,9,42,34,Virginia Tech
2,36,GNB,Jordy Nelson,WR,23,2018,0,1,7,73,69,Kansas St.
2,37,ATL,Curtis Lofton,LB,22,2015,0,0,8,49,29,Oklahoma
2,38,SEA,John Carlson,TE,24,2014,0,0,4,16,12,Notre Dame
2,39,SFO,Chilo Rachal,G,22,2012,0,0,3,20,17,USC
