round,pick,team,name,pos,age,last_season,all_pro,pro_bowls,seasons_started,career_av,draft_av,college
1,1,TAM,Vinny Testaverde,QB,23,2007,0,2,15,97,26,Miami (FL)
1,2,IND,Cornelius Bennett,LB,22,2000,1,5,14,91,8,Alabama
1,3,HOU,Alonzo Highsmith,RB,22,1992,0,0,2,12,12,Miami (FL)
1,4,GNB,Brent Fullwood,RB,23,1990,0,1,2,14,14,Auburn
1,5,CLE,Mike Junkin,LB,22,1989,0,0,0,3,3,Duke
1,6,STL,Kelly Stouffer,QB,23,1992,0,0,0,2,,Colorado St.
1,7,DET,Reggie Rogers,DE,23,1992,0,0,0,1,1,Washington
1,8,BUF,Shane Conlan,LB,23,1995,0,3,8,61,50,Penn St.
1,9,PHI,Jerome Brown,DT,22,1991,2,2,5,51,51,Miami (FL)
1,10,PIT,Rod Woodson,DB,22,2003,6,11,15,142,98,Purdue
1,11,NOR,Shawn Knight,DE,23,1989,0,0,0,3,1,BYU
1,12,DAL,Danny Noonan,DT,22,1992,0,0,2,20,20,Nebraska
1,13,ATL,Chris Miller,QB,22,1999,0,1,7,51,41,Oregon
1,14,MIN,D.J. Dozier,RB,21,1991,0,0,0,8,8,Penn St.
1,15,RAI,John Clay,T,23,1988,0,0,1,5,5,Missouri
1,16,MIA,John Bosa,DE,23,1989,0,0,1,10,10,Boston Col.
1,17,CIN,Jason Buck,DE,24,1993,0,0,1,18,12,BYU
1,18,SEA,Tony Woods,DE,21,1996,0,0,9,51,37,Pittsburgh
1,19,KAN,Paul Palmer,RB,22,1989,0,0,2,14,11,Temple
1,20,HOU,Haywood Jeffires,WR,22,1996,1,3,6,50,49,North Carolina St.
1,21,NYJ,Roger Vick,RB,23,1990,0,0,3,12,12,Texas A&M
1,22,SFO,Harris Barton,T,23,1996,2,1,10,79,79,North Carolina
1,23,NWE,Bruce Armstrong,T,21,2000,0,6,14,82,82,Louisville
1,24,SDG,Rod Bernstine,RB,22,1995,0,0,3,31,20,Texas A&M
1,25,SFO,Terrence Flagler,RB,22,1991,0,0,0,6,3,Clemson
1,26,CHI,Jim Harbaugh,QB,23,2000,0,1,10,79,40,Michigan
1,27,DEN,Ricky Nattiel,WR,21,1992,0,0,1,19,19,Florida
1,28,NYG,Mark Ingram,WR,22,1996,0,0,6,36,22,Michigan St.
2,29,BUF,Nate Odomes,DB,22,1996,0,2,7,46,45,Wisconsin
2,30,WAS,Brian Davis,DB,24,1994,0,0,1,15,9,Nebraska
2,31,ATL,Kenny Flowers,RB,23,1989,0,0,0,1,1,Clemson
2,32,CLE,Gregg Rakoczy,C,22,1992,0,0,3,21,19,Miami (FL)
2,33,BUF,Roland Mitchell,DB,23,1994,0,0,1,16,1,Texas Tech
2,34,STL,Tim McDonald,DB,22,1999,0,6,12,75,36,USC
2,35,KAN,Christian Okoye,RB,26,1992,1,2,6,34,34,Azusa Pacific
2,36,TAM,Ricky Reynolds,DB,22,1996,0,0,10,48,36,Washington St.
2,37,SFO,Jeff Bregel,G,23,1989,0,0,0,4,4,USC
2,38,PIT,Delton Hall,DB,22,1992,0,0,1,11,11,Clemson
2,39,DAL,Ron Francis,DB,23,1990,0,0,1,11,11,Baylor
2,40,NOR,Lonzell Hill,WR,21,1990,0,0,2,17,17,Washington
2,41,GNB,Johnny Holland,LB,22,1993,0,0,7,46,46,Texas A&M
2,42,NYJ,Alex Gordon,LB,22,1993,0,0,3,20,15,Cincinnati
2,43,MIA,Rick Graf,LB,23,1993,0,0,1,14,11,Wisconsin
2,44,MIN,Ray Berry,LB,23,1993,0,0,2,18,17,Baylor
2,45,SEA,David Wyman,LB,23,1995,0,0,5,37,26,Stanford
2,46,HOU,Walter Johnson,LB,23,1989,0,0,0,3,2,Louisiana Tech
2,47,RAM,Donald Evans,DE,23,1995,0,0,5,41,0,Winston-Salem St.
2,48,WAS,Wally Kleine,T,,,0,0,0,,,Notre Dame
2,49,CIN,Eric Thomas,DB,22,1995,0,1,5,35,27,Tulane
2,50,TAM,Winston Moss,LB,21,1997,0,0,10,55,15,Miami (FL)
