round,pick,team,name,pos,age,last_season,all_pro,pro_bowls,seasons_started,career_av,draft_av,college
1,1,BAL,John Elway,QB,23,1998,0,9,16,140,,Stanford
1,2,RAM,Eric Dickerson,RB,23,1993,5,6,10,92,48,SMU
1,3,SEA,Curt Warner,RB,22,1990,0,3,6,60,60,Penn St.
1,4,DEN,Chris Hinton,T,22,1995,1,7,11,79,,Northwestern
1,5,SDG,Billy Ray Smith,LB,22,1992,0,0,7,46,46,Arkansas
1,6,CHI,Jimbo Covert,T,23,1990,2,2,7,57,57,Pittsburgh
1,7,KAN,Todd Blackledge,QB,22,1989,0,0,0,12,9,Penn St.
1,8,PHI,Michael Haddix,RB,21,1990,0,0,3,19,15,Mississippi St.
1,9,HOU,Bruce Matthews,G,22,2001,7,14,19,138,138,USC
1,10,NYG,Terry Kinard,DB,23,1990,0,1,8,49,42,Clemson
1,11,GNB,Tim Lewis,DB,21,1986,0,0,2,21,21,Pittsburgh
1,12,BUF,Tony Hunter,TE,23,1986,0,0,2,11,5,Notre Dame
1,13,DET,James Jones,FB,22,1992,0,0,6,42,39,Florida
1,14,BUF,Jim Kelly,QB,23,1996,1,5,11,103,103,Miami (FL)
1,15,NWE,Tony Eason,QB,23,1990,0,0,3,36,34,Illinois
1,16,ATL,Mike Pitts,DT,22,1994,0,0,7,53,11,Alabama
1,17,STL,Leonard Smith,DB,23,1991,0,0,8,42,23,McNeese St.
1,18,CHI,Willie Gault,WR,23,1993,0,0,9,56,32,Tennessee
1,19,MIN,Joey Browner,DB,23,1992,3,6,7,74,74,USC
1,20,SDG,Gary Anderson,RB,22,1993,0,1,4,42,29,Arkansas
1,21,PIT,Gabe Rivera,NT,22,1983,0,0,0,1,1,Texas Tech
1,22,SDG,Gill Byrd,DB,22,1992,0,2,10,58,58,San Jose St.
1,23,DAL,Jim Jeffcoat,DE,22,1997,0,0,8,57,56,Arizona St.
1,24,NYJ,Ken O'Brien,QB,22,1993,0,2,7,73,72,UC Davis
1,25,CIN,Dave Rimington,C,23,1989,0,0,6,39,33,Nebraska
1,26,RAI,Don Mosebar,C,21,1994,0,3,11,60,60,USC
1,27,MIA,Dan Marino,QB,21,1999,3,9,16,145,145,Pittsburgh
1,28,WAS,Darrell Green,DB,23,2002,1,7,15,103,103,Texas A&M-Kingsville
2,29,BAL,Vernon Maxwell,LB,21,1989,0,0,3,26,13,Arizona St.
2,30,HOU,Harvey Salem,T,22,1992,0,0,8,40,16,California
2,31,DEN,Mark Cooper,G,23,1989,0,0,0,10,7,Miami (FL)
2,32,RAM,Henry Ellard,WR,22,1998,2,3,14,97,70,Fresno St.
2,33,CHI,Mike Richardson,DB,22,1989,0,0,6,39,39,Arizona St.
2,34,KAN,Dave Lutz,T,23,1995,0,0,11,66,46,Georgia Tech
2,35,PHI,Wes Hopkins,DB,21,1993,1,1,8,55,55,SMU
2,36,RAM,Mike Wilcher,LB,23,1991,0,0,6,42,42,North Carolina
2,37,NYG,Leonard Marshall,DE,21,1994,0,2,9,70,64,LSU
2,38,NOR,Steve Korte,C,23,1989,0,0,4,28,28,Arkansas
2,39,BUF,Darryl Talley,LB,23,1996,0,2,12,73,67,West Virginia
2,40,DET,Rich Strenger,T,23,1987,0,0,1,17,17,Michigan
2,41,CLE,Ron Brown,WR,22,1991,1,1,3,20,,Arizona St.
2,42,HOU,Keith Bostic,DB,22,1990,0,1,6,34,34,Michigan
