round,pick,team,name,pos,age,last_season,all_pro,pro_bowls,seasons_started,career_av,draft_av,college
1,1,HOU,John Matuszak,DE,22,1981,0,0,7,45,4,Tampa
1,2,BAL,Bert Jones,QB,22,1982,1,1,6,80,78,LSU
1,3,PHI,Jerry Sisemore,T,22,1984,0,2,11,62,62,Texas
1,4,NWE,John Hannah,G,22,1985,7,9,13,112,112,Alabama
1,5,STL,Dave Butz,DT,23,1988,1,1,14,80,1,Purdue
1,6,PHI,Charle Young,TE,22,1985,1,3,10,47,29,USC
1,7,BUF,Paul Seymour,TE,23,1977,0,0,5,11,11,Michigan
1,8,CHI,Wally Chambers,DT,22,1979,1,3,5,48,38,Eastern Kentucky
1,9,DEN,Otis Armstrong,RB,22,1980,1,2,4,53,53,Purdue
1,10,BAL,Joe Ehrmann,DT,24,1982,0,0,6,33,30,Syracuse
1,11,NWE,Sam Cunningham,RB,23,1982,0,1,8,62,62,USC
1,12,MIN,Chuck Foreman,RB,22,1980,1,5,6,78,77,Miami (FL)
1,13,NYJ,Burgess Owens,DB,22,1982,0,0,10,50,32,Miami (FL)
1,14,HOU,George Amundson,RB,22,1975,0,0,0,4,4,Iowa St.
1,15,CIN,Isaac Curtis,WR,22,1984,0,4,12,67,67,San Diego St.
1,16,CLE,Steve Holden,WR,22,1977,0,0,2,11,11,Arizona St.
1,17,DET,Ernie Price,DE,22,1979,0,0,1,19,15,Texas A&M-Kingsville
1,18,SFO,Mike Holmes,DB,22,1976,0,0,0,11,10,Texas Southern
1,19,NWE,Darryl Stingley,WR,21,1977,0,0,4,27,27,Purdue
1,20,DAL,Billy Joe DuPree,TE,23,1983,0,3,8,40,40,Michigan St.
1,21,GNB,Barry Smith,WR,22,1976,0,0,3,8,7,Florida St.
1,22,CLE,Pete Adams,G,22,1976,0,0,2,11,11,USC
1,23,OAK,Ray Guy,P,23,1986,3,7,0,32,32,Southern Miss
1,24,PIT,J.T. Thomas,DB,22,1982,0,1,6,43,42,Florida St.
1,25,SDG,Johnny Rodgers,WR,22,1978,0,0,1,4,4,Nebraska
1,26,BUF,Joe DeLamielleure,G,22,1985,3,6,12,87,53,Michigan St.
2,27,KAN,Gary Butler,TE,22,1977,0,0,0,1,1,Rice
2,28,PHI,Guy Morriss,C,22,1987,0,0,12,62,57,TCU
2,29,NOR,Derland Moore,DT,21,1986,0,0,11,51,51,Oklahoma
2,30,CLE,Greg Pruitt,RB,22,1984,0,5,6,70,68,Oklahoma
2,31,RAM,Cullen Bryant,RB,22,1987,0,0,4,30,29,Colorado
2,32,BUF,Jeff Winans,G,21,1978,0,0,1,9,6,USC
2,33,CHI,Gary Huff,QB,22,1978,0,0,3,10,8,Florida St.
2,34,MIN,Jackie Wallace,DB,22,1979,0,0,3,23,5,Arizona
2,35,BAL,Mike Barnes,DT,22,1981,0,1,7,40,40,Miami (FL)
2,36,DEN,Barney Chavous,DE,22,1985,0,0,13,69,69,South Carolina St.
2,37,RAM,Ron Jaworski,QB,22,1989,0,1,10,85,2,Youngstown St.
2,38,NYJ,Robert Woods,T,23,1980,0,0,6,36,21,Tennessee St.
2,39,ATL,Greg Marx,DE,23,1973,0,0,0,4,4,Notre Dame
2,40,NYG,Brad Van Pelt,LB,22,1986,0,5,12,73,66,Michigan St.
2,41,SFO,Willie Harper,LB,23,1983,0,0,7,43,43,Nebraska
2,42,RAM,Jim Youngblood,LB,23,1984,0,1,7,58,58,Tennessee Tech
2,43,CIN,Al Chandler,TE,22,1979,0,0,1,3,0,Oklahoma
2,44,DET,Leon Crosswhite,RB,22,1974,0,0,0,1,1,Oklahoma
2,45,STL,Gary Keithley,QB,22,1973,0,0,0,3,3,Texas-El Paso
2,46,DAL,Golden Richards,WR,22,1979,0,0,5,23,18,BYU
2,47,CLE,Jim Stienke,DB,22,1978,0,0,3,22,3,Texas St.
2,48,CHI,Gary Hrivnak,DE,22,1975,0,0,1,9,9,Purdue
2,49,OAK,Monte Johnson,LB,21,1979,0,0,5,39,39,Nebraska
2,50,PIT,Ken Phares,DB,,,0,0,0,,,Mississippi St.
2,51,NOR,Steve Baumgartner,DE,22,1979,0,0,2,25,18,Purdue
2,52,MIA,Chuck Bradley,TE,22,1977,0,0,0,0,,Oregon
3,53,DAL,Harvey Martin,DE,22,1983,1,4,9,82,82,East Texas A&M
3,54,DEN,Paul Howard,G,22,1986,0,0,10,56,56,BYU
3,55,PHI,Randy Logan,DB,22,1983,0,0,11,64,64,Michigan
3,56,NWE,Brad Dusek,LB,22,1981,0,0,7,48,,Texas A&M
3,57,BUF,Joe Ferguson,QB,23,1990,0,0,11,81,78,Arkansas
3,58,DET,John Brady,TE,,,0,0,0,,,Washington
3,59,STL,Fred Sturt,G,22,1981,0,0,3,28,,Bowling Green
3,60,RAM,Tim Stokes,T,23,1982,0,0,4,28,1,Oregon
3,61,BAL,Bill Olds,RB,22,1976,0,0,2,12,11,Nebraska
3,62,BAL,Jamie Rotella,LB,,,0,0,0,,,Tennessee
3,63,STL,Terry Metcalf,RB,21,1981,0,3,5,57,52,Long Beach St.
3,64,SDG,Dan Fouts,QB,22,1987,2,6,14,123,123,Oregon
3,65,MIN,Jim Lash,WR,21,1977,0,0,3,18,17,Northwestern
3,66,NOR,Pete Van Valkenberg,RB,23,1974,0,0,0,0,,BYU
3,67,CLE,Bob Crum,DE,22,1974,0,0,0,3,,Arizona
3,68,CIN,Tim George,WR,21,1974,0,0,1,0,0,Carson-Newman
3,69,NYG,Rich Glover,DT,23,1975,0,0,1,9,3,Nebraska
3,70,DEN,John Wood,DT,22,1973,0,0,0,1,,LSU
