round,pick,team,name,pos,age,last_season,all_pro,pro_bowls,seasons_started,career_av,draft_av,college
1,1,NYG,Tucker Frederickson,RB,22,1971,0,1,4,32,32,Auburn
1,2,SFO,Ken Willard,RB,22,1974,0,4,9,61,60,North Carolina
1,3,CHI,Dick Butkus,LB,22,1973,5,8,9,82,82,Illinois
1,4,CHI,Gale Sayers,RB,22,1971,5,4,5,60,60,Kansas
1,5,DAL,Craig Morton,QB,22,1982,0,0,11,84,35,California
1,6,CHI,Steve DeLong,DE,22,1972,0,1,6,41,5,Tennessee
1,7,GNB,Donny Anderson,RB,22,1974,0,1,6,69,48,Texas Tech
1,8,MIN,Jack Snow,WR,22,1975,0,1,10,61,,Notre Dame
1,9,RAM,Clancy Williams,DB,22,1972,0,0,6,44,44,Washington St.
1,10,GNB,Larry Elkins,WR,22,1967,0,0,1,4,,Baylor
1,11,DET,Tom Nowatzke,FB,22,1972,0,0,1,14,11,Indiana
1,12,STL,Joe Namath,QB,22,1977,1,5,9,94,,Alabama
1,13,SFO,George Donnelly,DB,23,1967,0,0,2,8,8,Illinois
1,14,BAL,Mike Curtis,LB,22,1978,1,4,9,79,72,Duke
2,15,MIN,Archie Sutton,T,23,1967,0,0,0,6,6,Illinois
2,16,SFO,Joe Cerne,C,23,1968,0,0,0,11,10,Northwestern
2,17,CLE,Jim Garcia,DE,21,1968,0,0,0,6,3,Purdue
2,18,PIT,Roy Jefferson,WR,21,1976,1,3,10,73,35,Utah
2,19,DAL,Malcolm Walker,C,22,1970,0,0,2,22,20,Rice
2,20,PHI,Ray Rissmiller,T,23,1968,0,0,1,5,0,Georgia
2,21,WAS,Bob Breitenstein,T,22,1970,0,0,1,15,,Tulsa
2,22,CLE,Gerry Bussell,DB,22,1965,0,0,0,2,,Georgia Tech
2,23,MIN,Lance Rentzel,WR,21,1974,0,0,6,56,1,Oklahoma
2,24,GNB,Alphonse Dotson,DT,22,1970,0,0,0,8,,Grambling St.
2,25,DET,Jerry Rush,DT,23,1971,0,0,5,40,40,Michigan St.
2,26,STL,Dave Simmons,LB,22,1968,0,0,1,12,6,Georgia Tech
2,27,CLE,Walter Johnson,DT,22,1977,0,3,11,63,62,Los Angeles St.
2,28,BAL,Ralph Neely,T,21,1977,3,2,12,86,,Oklahoma
3,29,SFO,Bob Schweickert,QB,22,1967,0,0,0,0,,Virginia Tech
3,30,SFO,Jim Norton,DE,22,1970,0,0,3,17,7,Washington
3,31,NYG,Chuck Mercein,RB,22,1970,0,0,1,6,3,Yale
3,32,CLE,Bo Scott,RB,22,1974,0,0,3,28,28,Ohio St.
3,33,NYG,Bob Timberlake,K,21,1965,0,0,0,-1,-1,Michigan
3,34,WAS,Kent McCloughan,DB,25,1970,2,2,5,43,,Nebraska
3,35,PHI,Al Nelson,DB,21,1973,0,0,8,34,34,Cincinnati
3,36,BAL,Glenn Ressler,G,22,1974,0,0,8,47,47,Penn St.
3,37,RAM,Fred Brown,LB,22,1969,0,0,0,8,3,Miami (FL)
3,38,GNB,Allen Brown,TE,22,1967,0,0,0,0,0,Mississippi
3,39,DET,Fred Biletnikoff,WR,22,1978,2,6,12,88,,Florida St.
3,40,STL,Ray Ogden,TE,23,1971,0,0,2,8,0,Alabama
3,41,CLE,Bobby Maples,C,22,1978,0,1,9,56,,Baylor
3,42,SFO,Jack Chapple,LB,22,1965,0,0,0,3,3,Stanford
4,43,NYG,Henry Carr,DB,22,1967,0,0,3,12,12,Arizona St.
4,44,SFO,Larry Todd,RB,22,1970,0,0,1,10,,Arizona St.
4,45,CHI,Jim Nance,RB,22,1973,2,2,7,47,,Syracuse
4,46,DET,Tom Myers,QB,22,1966,0,0,0,0,0,Northwestern
4,47,DAL,Jimmy Sidle,RB,22,1966,0,0,0,0,,Auburn
4,48,PHI,Fred Hill,TE,22,1971,0,0,2,11,11,USC
4,49,BAL,Marty Schottenheimer,LB,21,1970,0,1,0,19,,Pittsburgh
4,50,RAM,Mike Strofolino,LB,21,1968,0,0,0,10,3,Villanova
4,51,MIN,Jim Whalen,TE,22,1971,1,0,6,29,,Boston Col.
4,52,GNB,Wally Mahle,B,,,0,0,0,,,Syracuse
4,53,DAL,Bob Svihus,T,22,1973,0,0,7,42,,USC
4,54,STL,Johnny Roland,RB,22,1973,0,2,6,40,38,Missouri
4,55,MIN,Jim Harris,DT,22,1967,0,0,3,18,,Utah St.
4,56,BAL,Dave Johnson,E,,,0,0,0,,,San Jose St.
5,57,DET,Tom Vaughn,DB,22,1971,0,0,4,30,30,Iowa St.
5,58,SFO,Dave McCormick,T,22,1967,0,0,0,4,3,LSU
5,59,GNB,Jim Harvey,G,22,1971,0,0,4,28,,Mississippi
5,60,RAM,Frank Marchlewski,C,21,1970,0,0,3,19,7,Minnesota
5,61,DAL,Roger Pettee,LB,,,0,0,0,,,Florida
5,62,NYG,Frank Lambert,P,22,1966,0,0,0,6,,Mississippi
5,63,PHI,John Henderson,WR,22,1972,0,0,2,22,,Michigan
5,64,DET,Ed Flanagan,C,21,1976,0,4,12,64,59,Purdue
5,65,RAM,Doug Woodlief,LB,22,1969,0,0,2,23,23,Memphis
5,66,GNB,Doug Goodwin,RB,23,1968,0,0,0,0,,MD-Eastern Shore
5,67,DET,John Flynn,E,,,0,0,0,,,Oklahoma
5,68,STL,Bob Bonds,HB,,,0,0,0,,,San Jose St.
5,69,CLE,Bill Irwin,T,,,0,0,0,,,Mississippi
5,70,BAL,John McGuire,E,,,0,0,0,,,Syracuse
6,71,BAL,Bobby Felts,HB,23,1967,0,0,0,2,0,Florida A&M
6,72,CLE,Arnie Simkus,DE,22,1967,0,0,0,2,,Michigan
6,73,CHI,Tony Carey,HB,,,0,0,0,,,Notre Dame
6,74,GNB,Dick Koeper,T,22,1966,0,0,0,1,,Oregon St.
6,75,DAL,Sonny Utz,FB,,,0,0,0,,,Virginia Tech
6,76,PHI,John Huarte,QB,22,1972,0,0,0,1,0,Notre Dame
6,77,PHI,Gary Garrison,WR,21,1977,0,4,9,70,,San Diego St.
6,78,RAM,Bill Harrison,E,,,0,0,0,,,Elon
