round,pick,team,name,pos,age,last_season,all_pro,pro_bowls,seasons_started,career_av,draft_av,college
1,1,NOR,George Rogers,RB,22,1987,1,2,6,46,28,South Carolina
1,2,NYG,Lawrence Taylor,LB,22,1993,8,10,13,146,146,North Carolina
1,3,NYJ,Freeman McNeil,RB,22,1992,1,3,8,75,75,UCLA
1,4,SEA,Kenny Easley,DB,22,1987,3,5,7,65,65,UCLA
1,5,STL,E.J. Junior,LB,21,1993,1,2,9,59,54,Alabama
1,6,GNB,Rich Campbell,QB,22,1984,0,0,0,2,2,California
1,7,TAM,Hugh Green,LB,22,1991,0,2,8,61,37,Pittsburgh
1,8,SFO,Ronnie Lott,DB,22,1994,6,10,14,123,105,USC
1,9,RAM,Mel Owens,LB,22,1989,0,0,6,42,42,Michigan
1,10,CIN,David Verser,WR,23,1987,0,0,0,6,6,Kansas
1,11,CHI,Keith Van Horne,T,23,1993,0,0,12,61,61,USC
1,12,BAL,Randy McMillan,RB,22,1986,0,0,6,32,32,Pittsburgh
1,13,MIA,David Overstreet,RB,22,1983,0,0,0,4,4,Oklahoma
1,14,KAN,Willie Scott,TE,22,1988,0,0,3,6,6,South Carolina
1,15,DEN,Dennis Smith,DB,22,1994,0,6,13,74,74,USC
1,16,DET,Mark Nichols,WR,21,1987,0,0,3,21,21,San Jose St.
1,17,PIT,Keith Gary,DE,21,1988,0,0,3,21,21,Oklahoma
1,18,BAL,Donnell Thompson,DE,22,1991,0,0,11,50,50,North Carolina
1,19,NWE,Brian Holloway,T,22,1988,0,3,6,45,41,Stanford
1,20,WAS,Mark May,G,21,1993,0,1,10,64,55,Pittsburgh
1,21,OAK,Ted Watts,DB,23,1987,0,0,2,16,14,Texas Tech
1,22,CLE,Hanford Dixon,DB,22,1989,2,3,9,70,70,Southern Miss
1,23,OAK,Curt Marsh,G,22,1986,0,0,2,17,17,Washington
1,24,SDG,James Brooks,RB,22,1992,0,4,8,82,15,Auburn
1,25,ATL,Bobby Butler,DB,22,1992,0,0,9,45,45,Florida St.
1,26,DAL,Howard Richards,G,22,1987,0,0,1,16,15,Missouri
1,27,PHI,Leonard Mitchell,DE,22,1987,0,0,4,22,18,Houston
1,28,BUF,Booker Moore,RB,22,1985,0,0,2,6,6,Penn St.
2,29,NOR,Russell Gary,DB,22,1987,0,0,4,29,28,Nebraska
2,30,NYJ,Marion Barber Jr.,RB,21,1988,0,0,1,5,5,Minnesota
2,31,SEA,David Hughes,RB,22,1986,0,0,1,15,15,Boise St.
2,32,NYG,Dave Young,TE,22,1984,0,0,1,1,0,Purdue
2,33,STL,Neil Lomax,QB,22,1988,0,2,7,70,70,Portland St.
2,34,TAM,James Wilder,RB,23,1990,0,1,7,63,63,Missouri
2,35,GNB,Gary Lewis,TE,22,1984,0,0,0,2,2,Texas-Arlington
2,36,SFO,John Harty,NT,22,1986,0,0,1,11,11,Iowa
2,37,CIN,Cris Collinsworth,WR,22,1988,0,3,7,63,63,Florida
2,38,CHI,Mike Singletary,LB,22,1992,7,10,12,124,124,Baylor
2,39,MIN,Mardye McDole,WR,22,1983,0,0,0,0,0,Mississippi St.
2,40,SFO,Eric Wright,DB,22,1990,1,2,6,62,62,Missouri
2,41,KAN,Joe Delaney,RB,22,1982,0,1,2,17,17,Northwestern St. (LA)
2,42,DEN,Clay Brown,TE,22,1983,0,0,0,0,0,BYU
2,43,RAM,Jim Collins,LB,23,1989,0,1,4,40,39,Syracuse
2,44,PIT,Anthony Washington,DB,23,1984,0,0,0,8,3,Fresno St.
2,45,MIN,Robin Sendlein,LB,22,1985,0,0,0,8,7,Texas
2,46,DET,Curtis Green,DE,24,1989,0,0,2,24,24,Alabama St.
2,47,NWE,Tony Collins,RB,22,1990,0,1,6,47,47,East Carolina
2,48,OAK,Howie Long,DE,21,1993,2,8,11,95,95,Villanova
