round,pick,team,name,pos,age,last_season,all_pro,pro_bowls,seasons_started,career_av,draft_av,college
1,1,IND,Andrew Luck,QB,22,2018,0,4,5,72,72,Stanford
1,2,WAS,Robert Griffin III,QB,22,2020,0,1,3,36,31,Baylor
1,3,CLE,Trent Richardson,RB,22,2014,0,0,3,17,7,Alabama
1,4,MIN,Matt Kalil,T,23,2017,0,1,5,34,29,USC
1,5,JAX,Justin Blackmon,WR,22,2013,0,0,1,9,9,Oklahoma St.
1,6,DAL,Morris Claiborne,DB,22,2019,0,0,5,25,13,LSU
1,7,TAM,Mark Barron,DB,22,2019,0,0,7,58,11,Alabama
1,8,MIA,Ryan Tannehill,QB,24,2023,0,1,10,91,47,Texas A&M
1,9,CAR,Luke Kuechly,LB,21,2019,5,7,8,91,91,Boston Col.
1,10,BUF,Stephon Gilmore,DB,21,2024,2,5,12,75,18,South Carolina
1,11,KAN,Dontari Poe,DT,22,2020,0,2,8,55,41,Memphis
1,12,PHI,Fletcher Cox,DT,21,2023,1,6,12,95,95,Mississippi St.
1,13,ARI,Michael Floyd,WR,22,2018,0,0,3,28,27,Notre Dame
1,14,STL,Michael Brockers,DT,21,2022,0,0,10,58,53,LSU
1,15,SEA,Bruce Irvin,DE,24,2023,0,0,6,42,22,West Virginia
1,16,NYJ,Quinton Coples,DE,22,2015,0,0,2,17,17,North Carolina
1,17,CIN,Dre Kirkpatrick,DB,22,2021,0,0,5,31,25,Alabama
1,18,SDG,Melvin Ingram,DE,23,2023,0,3,6,57,52,South Carolina
1,19,CHI,Shea McClellin,DE,23,2016,0,0,3,17,13,Boise St.
1,20,TEN,Kendall Wright,WR,22,2017,0,0,3,28,24,Baylor
1,21,NWE,Chandler Jones,DE,22,2022,2,4,10,77,25,Syracuse
1,22,CLE,Brandon Weeden,QB,28,2018,0,0,1,13,10,Oklahoma St.
1,23,DET,Riley Reiff,T,23,2023,0,0,10,60,27,Iowa
1,24,PIT,David DeCastro,G,22,2020,2,6,8,69,69,Stanford
1,25,NWE,Dont'a Hightower,LB,22,2021,0,2,8,65,65,Alabama
1,26,HOU,Whitney Mercilus,DE,22,2021,0,0,8,49,49,Illinois
1,27,CIN,Kevin Zeitler,G,22,2025,0,1,14,67,29,Wisconsin
1,28,GNB,Nick Perry,DE,22,2018,0,0,3,22,22,USC
1,29,MIN,Harrison Smith,DB,23,2025,1,6,13,72,72,Notre Dame
1,30,SFO,A.J. Jenkins,WR,22,2014,0,0,0,2,0,Illinois
1,31,TAM,Doug Martin,RB,23,2018,1,2,7,39,35,Boise St.
1,32,NYG,David Wilson,RB,21,2013,0,0,0,5,5,Virginia Tech
2,33,STL,Brian Quick,WR,23,2018,0,0,0,11,10,Appalachian St.
2,34,IND,Coby Fleener,TE,23,2017,0,0,4,25,18,Stanford
2,35,BAL,Courtney Upshaw,LB,22,2017,0,0,3,27,24,Alabama
2,36,DEN,Derek Wolfe,DT,22,2020,0,0,9,48,45,Cincinnati
2,37,CLE,Mitchell Schwartz,T,23,2020,1,0,8,75,18,California
2,38,JAX,Andre Branch,LB,23,2018,0,0,3,22,9,Clemson
2,39,STL,Jackrabbit Jenkins,DB,23,2022,0,1,10,52,22,North Alabama
2,40,CAR,Amini Silatolu,G,23,2018,0,0,1,18,18,Midwestern St.
