round,pick,team,name,pos,age,last_season,all_pro,pro_bowls,seasons_started,career_av,draft_av,college
1,1,BAL,Bubba Smith,DE,22,1976,1,2,6,69,55,Michigan St.
1,2,MIN,Clint Jones,RB,22,1973,0,0,2,24,23,Michigan St.
1,3,SFO,Steve Spurrier,QB,22,1976,0,0,3,26,23,Florida
1,4,MIA,Bob Griese,QB,22,1980,2,8,12,104,104,Purdue
1,5,HOU,George Webster,LB,21,1976,3,3,6,53,43,Michigan St.
1,6,DEN,Floyd Little,RB,25,1975,1,5,9,70,70,Syracuse
1,7,DET,Mel Farr,RB,22,1973,0,2,4,41,41,UCLA
1,8,MIN,Gene Washington,WR,23,1973,0,2,5,41,40,Michigan St.
1,9,GNB,Bob Hyland,C,22,1977,0,0,4,34,6,Boston Col.
1,10,CHI,Loyd Phillips,DE,22,1969,0,0,1,11,11,Arkansas
1,11,SFO,Cas Banaszek,T,21,1977,0,0,9,48,48,Northwestern
1,12,NYJ,Paul Seiler,C,21,1973,0,0,0,12,4,Notre Dame
1,13,WAS,Ray McDonald,RB,23,1968,0,0,0,3,3,Idaho
1,14,SDG,Ron Billingsley,DT,22,1972,0,0,3,17,11,Wyoming
1,15,MIN,Alan Page,DT,22,1981,5,9,15,144,129,Notre Dame
1,16,STL,Dave Williams,WR,22,1973,0,0,4,30,26,Washington
1,17,OAK,Gene Upshaw,G,22,1981,5,7,14,108,108,Texas A&M-Kingsville
1,18,CLE,Bob Matheson,LB,22,1979,0,0,5,42,12,Duke
1,19,PHI,Harry Jones,RB,22,1970,0,0,0,2,2,Arkansas
1,20,BAL,Jim Detwiler,HB,,,0,0,0,,,Michigan
1,21,BOS,John Charles,DB,23,1974,0,0,5,26,13,Purdue
1,22,BUF,John Pitts,DB,22,1975,0,0,4,24,20,Arizona St.
1,23,HOU,Tom Regner,G,23,1972,0,0,3,17,17,Notre Dame
1,24,KAN,Gene Trosch,DE,22,1969,0,0,0,8,8,Miami (FL)
1,25,GNB,Don Horn,QB,22,1974,0,0,1,10,9,San Diego St.
1,26,NOR,Les Kelley,LB,22,1969,0,0,0,5,5,Alabama
2,27,NOR,Bo Burris,DB,22,1969,0,0,2,10,10,Houston
2,28,MIN,Bob Grim,WR,22,1977,0,1,5,29,16,Oregon St.
2,29,MIA,Jim Riley,DE,22,1971,0,0,4,28,28,Oklahoma
2,30,HOU,Bob Davis,QB,21,1973,0,0,1,9,4,Virginia
2,31,ATL,Leo Carroll,DE,23,1970,0,0,0,10,,San Diego St.
2,32,DEN,Tom Beer,TE,22,1972,0,0,4,8,6,Houston
2,33,RAM,Willie Ellison,RB,21,1974,0,1,3,38,34,Texas Southern
2,34,DET,Lem Barney,DB,21,1977,2,7,11,100,100,Jackson St.
2,35,PIT,Don Shy,RB,21,1973,0,0,1,20,5,San Diego St.
2,36,CHI,Bob Jones,WR,22,1968,0,0,0,1,1,San Diego St.
2,37,NYJ,Rich Sheron,TE,,,0,0,0,,,Washington St.
2,38,WAS,Spain Musgrove,DE,22,1970,0,0,2,10,8,Utah St.
2,39,SFO,Tom Holzer,DE,22,1967,0,0,0,2,2,Louisville
2,40,SDG,Ron McCall,LB,23,1968,0,0,0,2,2,Weber St.
2,41,GNB,Dave Dunaway,WR,22,1969,0,0,0,1,0,Duke
2,42,BUF,Jim LeMoine,TE,22,1969,0,0,0,0,0,Utah St.
2,43,STL,Bob Rowe,DT,22,1975,0,0,8,44,44,Western Michigan
2,44,PHI,John Brooks,G,,,0,0,0,,,Kent St.
2,45,BAL,Rick Volk,DB,22,1978,1,3,10,74,67,Michigan
2,46,CLE,Larry Conjar,RB,21,1970,0,0,0,2,2,Notre Dame
2,47,KAN,Jim Lynch,LB,22,1977,0,1,10,69,69,Notre Dame
2,48,SDG,Bob Howard,DB,22,1979,0,0,10,52,30,San Diego St.
2,49,HOU,Roy Hopkins,RB,22,1970,0,0,1,10,10,Texas Southern
2,50,KAN,Willie Lanier,LB,22,1977,3,8,11,86,86,Morgan St.
2,51,GNB,Jim Flanigan,LB,22,1971,0,0,1,16,11,Pittsburgh
2,52,NOR,John Gilliam,WR,22,1977,0,4,9,73,5,South Carolina St.
2,53,NOR,Dave Rowe,DT,22,1978,0,1,10,47,19,Penn St.
3,54,BAL,Norman Davis,G,22,1970,0,0,0,11,4,Grambling St.
3,55,CLE,Don Cockroft,K,22,1980,0,0,0,54,54,Adams St.
3,56,HOU,Larry Carwell,DB,23,1972,0,0,5,23,7,Iowa St.
3,57,ATL,Jimmy Jordan,RB,23,1967,0,0,0,0,,Florida
3,58,DEN,Mike Current,T,21,1979,0,1,12,61,41,Ohio St.
3,59,DEN,George Goeddeke,G,22,1972,0,1,4,25,25,Notre Dame
3,60,DET,Paul Naumoff,LB,22,1978,0,1,11,63,63,Tennessee
3,61,MIN,Earl Denny,RB,22,1968,0,0,0,0,0,Missouri
3,62,SFO,Frank Nunley,LB,21,1976,0,0,7,47,47,Michigan
3,63,CHI,Garry Lyle,DB,21,1974,0,0,2,21,21,George Washington
3,64,WAS,Curg Belcher,DB,,,0,0,0,,,BYU
3,65,SFO,Bill Tucker,RB,23,1971,0,0,0,9,8,Tennessee St.
3,66,NYJ,Dennis Randall,DE,22,1968,0,0,0,4,3,Oklahoma St.
3,67,SDG,Harold Akin,T,22,1968,0,0,0,4,4,Oklahoma St.
3,68,PHI,Harry Wilson,RB,22,1970,0,0,0,0,0,Nebraska
3,69,STL,Vidal Carlin,QB,,,0,0,0,,,North Texas
3,70,BUF,Tom Rhoads,DE,,,0,0,0,,,Notre Dame
3,71,BAL,Leon Ward,LB,,,0,0,0,,,Oklahoma St.
3,72,CLE,Eppie Barney,FL,23,1968,0,0,1,3,3,Iowa St.
3,73,PIT,Rocky Freitas,T,21,1978,0,1,8,56,,Oregon St.
3,74,NYJ,Henry King,DB,22,1967,0,0,0,1,1,Utah St.
3,75,OAK,Bill Fairband,LB,26,1968,0,0,0,4,4,Colorado
3,76,DAL,Phil Clark,DB,22,1971,0,0,2,18,10,Northwestern
3,77,KAN,Billy Masters,TE,23,1976,0,0,5,21,5,LSU
3,78,GNB,John Rowser,DB,23,1976,0,0,6,46,6,Michigan
3,79,NOR,Del Williams,G,21,1973,0,0,6,32,32,Florida St.
3,80,NOR,Ben Hart,E,22,1967,0,0,0,0,0,Oklahoma
4,81,NOR,Ron Widby,P,22,1973,0,1,0,13,,Tennessee
4,82,NYG,Louis Thompson,DT,,,0,0,0,,,Alabama
4,83,CLE,Carl Ward,DB,23,1969,0,0,0,7,6,Michigan
4,84,MIA,Bob Greenlee,T,,,0,0,0,,,Yale
4,85,DEN,Carl Cunningham,LB,23,1971,0,0,5,24,21,Houston
4,86,HOU,Carel Stith,DT,22,1969,0,0,1,9,9,Nebraska
4,87,MIN,Al Coleman,DB,22,1973,0,0,1,16,1,Tennessee St.
4,88,DET,Lew Kamanu,DE,23,1968,0,0,0,5,5,Weber St.
4,89,PIT,Ray May,LB,22,1975,0,0,7,42,9,USC
4,90,CHI,Al Dodd,WR,22,1974,0,0,5,20,0,Northwestern St. (LA)
4,91,SFO,Wayne Trimble,DB,22,1967,0,0,0,0,0,Alabama
4,92,NYJ,Julian Gray,DB,,,0,0,0,,,Grambling St.
4,93,GNB,Travis Williams,RB,21,1971,0,0,0,21,18,Arizona St.
4,94,SDG,Dickie Post,RB,21,1971,0,2,4,29,27,Houston
4,95,CHI,Tom Greenlee,DB,,,0,0,0,,,Washington
4,96,OAK,James Roy Jackson,E,,,0,0,0,,,Oklahoma
4,97,STL,Mike Barnes,DB,22,1968,0,0,1,5,5,Texas-Arlington
4,98,CLE,Joe Taffoni,T,22,1973,0,0,3,25,13,UT Martin
4,99,PHI,Chuck Hughes,WR,24,1971,0,0,0,4,0,Texas-El Paso
4,100,BAL,Charlie Stukes,DB,23,1974,0,0,6,43,29,MD-Eastern Shore
4,101,BOS,Ed Philpott,LB,21,1971,0,0,3,25,25,Miami (OH)
4,102,BUF,Gary Bugenhagen,G,22,1970,0,0,0,3,1,Syracuse
4,103,DAL,Curtis Marker,G,,,0,0,0,,,Northern Michigan
4,104,KAN,Ron Zwernemann,G,,,0,0,0,,,East Texas A&M
4,105,STL,Andy Bowling,LB,21,1967,0,0,0,2,,Virginia Tech
4,106,NOR,Bill Carr,C,,,0,0,0,,,Florida
4,107,NOR,Tom Stangle,T,,,0,0,0,,,Dayton
5,108,NOR,Don McCall,RB,22,1970,0,0,1,11,9,USC
5,109,NYG,Dave Lewis,QB,21,1973,1,0,0,13,,Stanford
5,110,DEN,Fran Lynch,RB,21,1975,0,0,0,12,12,Hofstra
5,111,HOU,Pete Johns,DB,22,1968,0,0,0,5,5,Tulane
5,112,ATL,Bill Delaney,TE,,,0,0,0,,,American Int.
5,113,DEN,John Huard,LB,23,1971,0,0,3,17,17,Maine
5,114,PHI,Bob Van Pelt,C,,,0,0,0,,,Indiana
5,115,MIN,Ken Last,E,,,0,0,0,,,Minnesota
5,116,GNB,Dwight Hood,DT,,,0,0,0,,,Baylor
5,117,NYJ,Louis Jackson,DB,,,0,0,0,,,Grambling St.
5,118,HOU,Willie Parker,DT,22,1970,0,0,3,19,19,Ark-Pine Bluff
5,119,CHI,Bruce Alford,K,22,1969,0,0,0,5,,TCU
5,120,ATL,Randy Matson,DT,,,0,0,0,,,Texas A&M
5,121,SDG,Bernie Erickson,LB,22,1968,0,0,0,4,3,Abilene Christian
5,122,RAM,Nate Shaw,DB,22,1970,0,0,0,5,5,USC
5,123,STL,Jamie Rivers,LB,21,1975,0,0,6,27,21,Bowling Green
5,124,OAK,Gerald Warfield,HB,,,0,0,0,,,Mississippi
5,125,PHI,Dick Absher,LB,23,1972,0,0,2,12,2,Maryland
5,126,BAL,Ron Porter,LB,22,1973,0,0,5,30,11,Idaho
5,127,HOU,Zeke Moore,DB,23,1977,0,2,8,48,48,Lincoln (MO)
5,128,BOS,Mel Witt,DE,21,1970,0,0,1,6,6,Texas-Arlington
5,129,MIA,Gary Tucker,RB,22,1968,0,0,0,0,0,Chattanooga
5,130,GNB,Richard Tate,DB,,,0,0,0,,,Utah
5,131,OAK,Mike Hibler,LB,21,1968,0,0,0,2,,Stanford
5,132,GNB,Jay Bachman,C,21,1971,0,0,0,9,,Cincinnati
5,133,NOR,John Douglas,DB,22,1969,0,0,2,13,11,Texas Southern
6,134,NOR,George Harvey,T,22,1967,0,0,0,2,2,Kansas
6,135,WAS,Don Bandy,G,22,1968,0,0,0,5,5,Tulsa
6,136,HOU,Pete Barnes,LB,22,1977,0,0,7,49,3,Southern
6,137,BAL,Terry Southall,QB,,,0,0,0,,,Baylor
6,138,MIA,Bud Norris,TE,,,0,0,0,,,Washington St.
6,139,DEN,Neal Sweeney,WR,22,1967,0,0,0,1,1,Tulsa
6,140,PIT,Mike Haggerty,T,21,1973,0,0,2,17,12,Miami (FL)
6,141,DET,Tim Jones,QB,,,0,0,0,,,Weber St.
6,142,CHI,Virgil Carter,QB,21,1976,0,0,2,26,5,BYU
6,143,CHI,Doug Kriewald,G,22,1968,0,0,0,2,2,West Texas A&M
6,144,DET,John McCambridge,DE,23,1967,0,0,0,3,3,Northwestern
6,145,SFO,Doug Cunningham,RB,21,1974,0,0,2,24,23,Mississippi
6,146,NYJ,Jeff Richardson,T,23,1969,0,0,0,8,7,Michigan St.
6,147,SDG,Nate Johns,FL,,,0,0,0,,,San Diego St.
6,148,ATL,Eugene Snipes,HB,,,0,0,0,,,Elizabeth City St.
6,149,BUF,Bill Wilkerson,DE,,,0,0,0,,,Texas-El Paso
6,150,STL,Mike Campbell,RB,22,1968,0,0,0,0,,Lenoir-Rhyne
6,151,ATL,Martine Bercher,DB,,,0,0,0,,,Arkansas
6,152,CLE,John Demarie,G,22,1976,0,0,8,43,41,LSU
6,153,PHI,Bob Hughes,DE,22,1969,0,0,0,3,,Jackson St.
6,154,BOS,Ron Medlen,DE,,,0,0,0,,,SMU
6,155,OAK,Rick Egloff,QB,,,0,0,0,,,Wyoming
6,156,KAN,Noland Smith,WR,23,1969,0,0,0,3,3,Tennessee St.
6,157,DAL,Sims Stokes,WR,23,1967,0,0,0,0,0,Northern Arizona
6,158,GNB,Stew Williams,FB,,,0,0,0,,,Bowling Green
6,159,NOR,Bo Wood,DE,22,1967,0,0,0,2,,North Carolina
7,160,NOR,Gary Hertzog,G,,,0,0,0,,,Willamette
7,161,GNB,Bob Ziolkowski,T,,,0,0,0,,,Iowa
7,162,ATL,Corey Colehour,QB,,,0,0,0,,,North Dakota
7,163,MIA,Larry Seiple,TE,22,1977,0,0,1,28,28,Kentucky
7,164,HOU,Ed Carrington,TE,23,1969,0,0,0,0,0,Virginia
7,165,DEN,Frank Richter,LB,22,1969,0,0,0,8,8,Georgia
7,166,DET,Ted Tuinstra,T,,,0,0,0,,,Iowa St.
7,167,MIN,Bobby Bryant,DB,23,1980,0,2,9,72,72,South Carolina
7,168,WAS,Bruce Matte,QB,,,0,0,0,,,Miami (OH)
7,169,CHI,John Truitt,E,,,0,0,0,,,Indiana St.
7,170,SFO,Milt Jackson,DB,,,0,0,0,,,Tulsa
7,171,NYJ,John Elliott,DT,22,1973,1,3,5,44,44,Texas
7,172,WAS,John Love,WR,23,1972,0,0,0,3,3,North Texas
7,173,SDG,Dave Conway,K,22,1971,0,0,0,0,,Texas
7,174,PHI,John Williams,DB,,,0,0,0,,,San Diego St.
7,175,STL,Joe Randall,K,,,0,0,0,,,Brown
7,176,OAK,Ron Lewellen,DT,,,0,0,0,,,UT Martin
7,177,CLE,Bill House,T,,,0,0,0,,,Youngstown St.
7,178,PHI,Bob Crenshaw,G,,,0,0,0,,,New Mexico St.
7,179,BAL,Bo Rein,FL,,,0,0,0,,,Ohio St.
7,180,BOS,Bobby Leo,RB,22,1968,0,0,0,0,0,Harvard
7,181,BUF,George Gaiser,T,22,1968,0,0,1,3,,SMU
7,182,DAL,Rayfield Wright,T,22,1979,3,6,8,83,83,Fort Valley St.
7,183,KAN,Dick Erickson,C,,,0,0,0,,,Wisconsin–Stout
7,184,GNB,Bill Powell,LB,,,0,0,0,,,Missouri
7,185,NOR,Bob McKelvey,HB,,,0,0,0,,,Northwestern
8,186,NOR,Sam Harris,TE,,,0,0,0,,,Colorado
8,187,NYG,Scott Eaton,DB,23,1971,0,0,5,19,19,Oregon St.
8,188,OAK,Estes Banks,RB,21,1968,0,0,0,1,0,Colorado
8,189,HOU,John Brunson,HB,,,0,0,0,,,Benedictine
8,190,WAS,Larry Hendershot,LB,23,1967,0,0,0,2,2,Arizona St.
8,191,DEN,Tom Cassese,DB,21,1967,0,0,1,2,2,C.W. Post
8,192,PIT,John Foruria,DB,22,1968,0,0,0,2,2,Idaho
8,193,STL,Mike Gold,T,,,0,0,0,,,Utah St.
8,194,PIT,Mike Barnes,T,,,0,0,0,,,Purdue
8,195,CHI,Roger Murphy,E,,,0,0,0,,,Northwestern
8,196,NYJ,Gene Bledsoe,G,,,0,0,0,,,Texas
8,197,MIN,John Beasley,TE,22,1974,0,0,3,19,15,California
8,198,SFO,Walter Johnson,DE,23,1967,0,0,0,0,0,Tuskegee
8,199,SDG,John Mills,E,,,0,0,0,,,Tennessee
8,200,CHI,Jerry Griffin,LB,,,0,0,0,,,SMU
8,201,HOU,Sharon Washington,FL,,,0,0,0,,,Truman St.
8,202,BAL,Lee Anderson,T,,,0,0,0,,,Bishop
8,203,PHI,Don Klacking,FB,,,0,0,0,,,Wyoming
8,204,BAL,Cornelius Johnson,G,24,1973,0,0,0,18,18,Virginia Union
8,205,CLE,Bill Devrow,DB,,,0,0,0,,,Southern Miss
8,206,BOS,Thomas Fussell,DE,22,1967,0,0,0,2,2,LSU
8,207,BUF,Tommy Luke,DB,23,1968,0,0,0,1,,Mississippi
8,208,DAL,Steve Laub,QB,,,0,0,0,,,Illinois Wesleyan
8,209,KAN,Tom Altemeier,T,,,0,0,0,,,Luther
8,210,GNB,Clarence Miles,DT,,,0,0,0,,,Trinity (TX)
8,211,NOR,Barry Siler,LB,,,0,0,0,,,Albion
9,212,NOR,Tim Lavens,TE,,,0,0,0,,,Idaho
