PRL2,PLHA,TLHA,PRHA,TRHA,PTHA,PFNA,PLNA,PTSA,PSTA,PFPB,PVSB,PKAC,PACC,PMPC,PHED,PGID,TGID,POID,PSPD,PAGE,PBRE,PEYE,PTGH,PCPH,PLSH,PRSH,PCTH,PLTH,PRTH,PAGI,PSKI,PDPI,PPTI,PINJ,PTAK,PPBK,PRBK,PNEK,PFMK,PBTK,PTAL,PHCL,PUCL,PLEL,TLEL,PREL,TREL,PCOL,PROL,PLPL,PGSL,PTSL,PCYL,PHLM,PSTM,PHAN,PICN,PJEN,PTEN,PCON,PSBO,PVCO,PEGO,PFHO,PDRO,PTHP,PIMP,PJMP,PYRP,PSXP,PCAR,PTAR,PJER,PMOR,PKPR,PSTR,POVR,PAWR,PLWR,TLWR,PRWR,TRWR,PFAS,PMAS,PSBS,PFCS,PMCS,PFGS,PCHS,PFHS,PMHS,PVIS,PPOS,POPS,PLSS,PFTS,PMTS,PUTS,PVTS,PMUS,PHGT,PWGT,PCMT,PKRT,PYWT,PLHY,PJTY,PSTY,PFEx
45,7,7,7,7,6,Julius,Peppers,350,87,0,165,11,84,0,4,14,21,14,76,37,0,0,90,2,4,4,71,0,0,83,2,2,1009,90,81,45,45,0,3,25,2,0,0,0,0,0,0,135,45,68,0,0,1,3,40,0,1,90,0,1,165,3,85,0,1,25,81,86,15,871,62,6,1,100,16,82,83,80,0,0,0,0,6,32,32,19,20,22,12,19,18,2,10,15,14,7,40,23,350,0,79,135,348,10,0,-31,0,0,374
45,0,0,0,0,30,Robbie,Gould,400,75,0,50,93,64,0,6,29,15,29,60,36,0,0,65,2,4,4,15,0,0,52,0,63,1009,90,23,16,20,0,0,19,0,2,0,0,0,0,0,164,45,78,2,2,2,0,0,0,0,9,1,2,50,1,0,0,15,29,84,27,12,3378,40,0,1,99,94,25,84,71,0,0,0,0,1,2,90,10,5,20,7,10,5,0,19,19,5,5,9,5,400,0,72,30,999,10,0,-31,0,0,150
45,0,0,0,0,78,Jay,Cutler,1000,90,0,0,20,79,0,7,32,12,32,74,34,0,0,83,2,4,4,35,0,0,68,0,11,1009,74,26,26,19,0,0,35,0,4,0,8,8,8,8,238,18,78,0,0,1,2,62,0,1,6,2,1,0,3,70,0,1,95,77,69,11,138,56,0,1,83,25,69,77,78,0,0,0,0,5,24,72,10,5,20,11,10,5,0,0,0,6,1,12,12,1000,0,75,71,826,10,0,5,0,0,450
2,4,4,4,4,10,Greg,Olsen,2250,98,0,1200,22,87,0,7,37,21,37,85,32,0,0,85,2,4,4,97,0,0,83,0,31,1,92,40,67,54,0,8,68,0,1,0,0,0,0,0,115,37,0,0,0,2,3,75,0,1,88,1,3,1200,3,55,0,1,20,90,88,10,37,73,0,1,85,26,70,90,98,0,0,0,0,5,24,39,0,0,10,11,0,0,0,4,4,8,3,45,24,2250,0,77,95,928,6,6,7,0,0,150
45,4,4,4,4,6,Corey,Graham,160,94,0,40,20,90,0,5,39,13,39,87,32,0,0,85,2,4,4,73,0,0,86,2,31,1009,88,79,45,45,0,7,30,0,0,0,0,0,0,0,266,45,51,2,2,1,3,80,0,0,24,0,1,40,3,87,0,5,35,77,81,10,33,70,0,1,84,20,62,82,75,0,0,0,0,2,21,90,10,0,20,13,10,7,0,17,16,5,3,11,8,160,0,72,36,999,68,0,-31,0,0,195
45,5,5,5,5,30,Matt,Forte,1200,93,0,300,25,91,1,0,45,18,45,87,32,2,0,85,2,4,4,71,0,0,87,2,13,1009,88,20,60,48,0,7,77,0,0,0,0,0,0,0,221,45,0,0,0,2,0,6,0,1,22,2,3,300,3,85,0,2,30,81,78,9,353,92,0,1,85,25,73,84,82,6,6,6,6,2,27,77,15,29,52,11,37,17,1,1,1,7,3,8,12,1200,0,74,58,999,20,1,-19,0,0,112
45,2,2,2,2,35,Kellen,Davis,0,80,0,0,30,88,0,0,49,37,49,81,32,0,1,84,1,4,4,69,0,0,70,2,23,1009,90,48,61,53,0,0,57,0,4,0,0,0,0,0,118,45,0,0,0,0,2,46,0,0,47,2,0,0,3,90,0,5,35,28,81,9,187,71,0,1,100,30,77,65,71,0,0,0,0,4,29,52,27,21,45,13,23,27,0,4,4,77,5,23,26,0,0,79,105,999,10,0,-19,0,0,459
45,7,7,7,7,6,Al,Woods,400,77,0,0,22,82,0,4,58,10,58,70,30,0,0,75,2,4,4,20,0,0,55,2,25,1009,88,84,45,45,0,3,13,0,0,0,0,0,0,0,106,40,22,0,0,2,0,9,0,0,99,2,2,0,3,84,0,4,20,82,45,7,1074,25,0,1,92,19,93,87,84,3,3,3,3,9,36,44,21,58,20,10,21,23,0,12,10,47,8,27,29,400,0,76,170,999,10,0,-19,0,0,416
45,3,3,3,3,25,Marcus,Easley,0,84,0,0,20,90,3,4,60,37,60,89,30,0,1,75,1,4,4,76,0,0,84,2,9,3,73,52,45,47,0,0,76,0,0,0,8,8,8,8,227,45,0,0,0,0,1,65,0,0,81,2,0,0,2,91,0,4,30,50,88,7,1294,70,0,1,84,25,68,70,67,0,0,0,0,4,24,80,10,0,20,7,10,5,0,3,3,5,1,7,10,0,0,74,57,999,40,0,-19,0,0,400
45,0,0,0,0,10,Beau,Brinkley,575,76,0,85,26,83,0,7,79,30,79,74,27,0,0,75,1,4,4,58,0,0,70,0,63,1009,92,60,62,49,0,12,40,8,2,0,7,7,7,7,122,45,0,5,5,3,4,15,0,0,48,1,5,85,1,60,0,15,25,46,77,5,2790,69,0,1,90,19,69,40,45,0,0,0,0,5,24,64,19,33,23,12,24,0,0,7,7,109,6,27,24,575,0,76,100,999,10,5,-19,0,0,450
45,3,3,3,3,6,Mitch,Unrein,226,77,0,30,12,84,0,7,82,1,82,73,30,0,1,84,1,4,4,27,0,0,63,0,63,1009,88,80,45,45,0,8,13,0,4,0,0,0,0,0,260,45,41,0,0,1,3,35,0,0,98,2,2,30,2,0,0,15,23,80,60,7,536,40,0,1,80,13,84,84,89,2,2,2,2,8,32,29,19,24,21,8,24,25,0,11,12,62,9,32,26,226,0,76,141,999,10,2,-19,0,0,157
45,7,7,7,7,10,Jermaine,Gresham,2800,88,0,700,12,88,0,4,85,7,85,81,29,0,0,95,1,4,4,86,0,0,81,2,21,1009,84,45,54,75,0,8,76,0,0,0,0,0,0,0,157,45,61,0,0,4,3,45,0,0,84,1,4,700,3,99,0,1,29,83,87,7,724,69,0,1,91,22,76,85,80,0,0,0,0,4,28,46,14,19,58,8,22,25,0,4,4,77,0,35,24,2800,0,77,100,999,10,2,-19,0,0,453
45,4,4,4,4,6,Carlos,Dunlap,3937,89,0,960,10,86,0,4,86,2,86,82,28,0,0,65,1,4,4,43,0,0,82,2,22,1015,86,82,45,45,0,12,31,0,0,0,0,0,0,0,62,39,55,0,0,2,4,26,0,0,96,2,6,960,3,85,0,2,9,83,84,7,598,41,0,1,88,8,79,88,85,3,3,3,3,4,30,40,17,46,31,11,15,11,1,10,10,7,5,34,25,3937,0,78,120,999,10,7,-19,0,0,460
